Project Name,Street Name,Type,District.,Market Segment,Tenure.,Asking.,Floor.Description,Date.,Area.Builtup,PSF.
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1275000,01 to 05,2022-03,1141,1117
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1248000,01 to 05,2022-03,1227,1017
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1728000,01 to 05,2022-03,1507,1147
BISHAN LOFT,BISHAN STREET 11,Executive Condominium,D20,RCR,99 yrs lease commencing from 2000,1880000,16 to 20,2022-03,1378,1365
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,Executive Condominium,D18,OCR,99 yrs lease commencing from 1996,1048000,06 to 10,2022-03,1249,839
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1318888,01 to 05,2022-03,1281,1030
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1530000,06 to 10,2022-03,1367,1119
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1230000,06 to 10,2022-03,1109,1109
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1230000,16 to 20,2022-03,1098,1120
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1720000,11 to 15,2022-03,1528,1125
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,806000,01 to 05,2022-03,775,1040
ESPARINA RESIDENCES,COMPASSVALE BOW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1390000,01 to 05,2022-03,1163,1196
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1280000,01 to 05,2022-03,1227,1043
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1210888,06 to 10,2022-03,1055,1148
RIVERPARC RESIDENCE,PUNGGOL DRIVE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1305000,11 to 15,2022-03,1227,1063
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,1239888,01 to 05,2022-03,1130,1097
WATERCOLOURS,PASIR RIS LINK,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,790000,01 to 05,2022-03,861,917
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,1490000,06 to 10,2022-03,1163,1282
WATERWOODS,PUNGGOL FIELD WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1470000,06 to 10,2022-03,1281,1148
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,1430000,01 to 05,2022-03,1216,1176
NUOVO,ANG MO KIO AVENUE 9,Executive Condominium,D20,OCR,99 yrs lease commencing from 2001,1580000,11 to 15,2022-03,1421,1112
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1300000,11 to 15,2022-02,1227,1059
PRIVE,PUNGGOL FIELD,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1178000,06 to 10,2022-02,1055,1117
THE RIVERVALE,RIVERVALE LINK,Executive Condominium,D19,OCR,99 yrs lease commencing from 1997,1180000,11 to 15,2022-02,1313,899
WATERCOLOURS,PASIR RIS LINK,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,925000,06 to 10,2022-02,958,966
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,1330000,01 to 05,2022-02,1012,1314
THE FLORIDA,HOUGANG AVENUE 7,Executive Condominium,D19,OCR,99 yrs lease commencing from 1997,1150168,06 to 10,2022-02,1302,883
RIVERPARC RESIDENCE,PUNGGOL DRIVE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1188000,01 to 05,2022-02,1227,968
WHITEWATER,PASIR RIS STREET 72,Executive Condominium,D18,OCR,99 yrs lease commencing from 2002,1000888,11 to 15,2022-02,1152,869
WATERCOLOURS,PASIR RIS LINK,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,910000,06 to 10,2022-02,969,939
BISHAN LOFT,BISHAN STREET 11,Executive Condominium,D20,RCR,99 yrs lease commencing from 2000,1920000,26 to 30,2022-02,1346,1427
ARC AT TAMPINES,TAMPINES AVENUE 8,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,1600000,11 to 15,2022-02,1561,1025
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1138000,16 to 20,2022-02,1033,1101
RIVERPARC RESIDENCE,PUNGGOL DRIVE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1200000,11 to 15,2022-02,1076,1115
THE EDEN AT TAMPINES,TAMPINES STREET 34,Executive Condominium,D18,OCR,99 yrs lease commencing from 2000,838000,01 to 05,2022-02,861,973
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1598000,01 to 05,2022-02,1507,1060
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1360000,01 to 05,2022-02,1302,1044
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1150000,06 to 10,2022-02,1001,1149
WHITEWATER,PASIR RIS STREET 72,Executive Condominium,D18,OCR,99 yrs lease commencing from 2002,995000,01 to 05,2022-02,1141,872
TWIN WATERFALLS,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2011,1290000,11 to 15,2022-02,1119,1152
THE EDEN AT TAMPINES,TAMPINES STREET 34,Executive Condominium,D18,OCR,99 yrs lease commencing from 2000,1022888,06 to 10,2022-02,1195,856
ESPARINA RESIDENCES,COMPASSVALE BOW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1318000,11 to 15,2022-02,1001,1317
ARC AT TAMPINES,TAMPINES AVENUE 8,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,1420000,01 to 05,2022-02,1539,923
TWIN WATERFALLS,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2011,1288000,11 to 15,2022-02,1087,1185
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1320000,01 to 05,2022-02,1195,1105
NUOVO,ANG MO KIO AVENUE 9,Executive Condominium,D20,OCR,99 yrs lease commencing from 2001,1488000,06 to 10,2022-02,1389,1072
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,9.00E+05,01 to 05,2022-02,947,950
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1080000,06 to 10,2022-02,990,1091
PRIVE,PUNGGOL FIELD,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1135000,01 to 05,2022-02,1001,1134
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,Executive Condominium,D18,OCR,99 yrs lease commencing from 1996,1015000,06 to 10,2022-02,1249,813
BELYSA,PASIR RIS DRIVE 1,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,1400000,06 to 10,2022-02,1421,985
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1408888,11 to 15,2022-02,1216,1158
WATERBAY,EDGEFIELD PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1684000,01 to 05,2022-02,1679,1003
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1346000,16 to 20,2022-02,1227,1097
ESPARINA RESIDENCES,COMPASSVALE BOW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,2050888,01 to 05,2022-02,1830,1121
THE EDEN AT TAMPINES,TAMPINES STREET 34,Executive Condominium,D18,OCR,99 yrs lease commencing from 2000,1.00E+06,01 to 05,2022-02,1206,830
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,1650000,01 to 05,2022-02,1378,1198
ESPARINA RESIDENCES,COMPASSVALE BOW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1310000,11 to 15,2022-02,1001,1309
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,810000,01 to 05,2022-02,775,1045
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1100000,06 to 10,2022-02,1001,1099
ARC AT TAMPINES,TAMPINES AVENUE 8,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,1020000,01 to 05,2022-02,990,1030
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1680000,01 to 05,2022-02,1604,1047
THE EDEN AT TAMPINES,TAMPINES STREET 34,Executive Condominium,D18,OCR,99 yrs lease commencing from 2000,1.00E+06,01 to 05,2022-02,1184,845
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1405000,11 to 15,2022-02,1227,1145
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1138000,11 to 15,2022-02,1033,1101
THE VALES,ANCHORVALE CRESCENT,Executive Condominium,D19,OCR,99 yrs lease commencing from 2014,960000,01 to 05,2022-02,904,1062
WATERBAY,EDGEFIELD PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1180000,06 to 10,2022-01,1098,1075
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,2350000,11 to 15,2022-01,2465,953
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1418000,01 to 05,2022-01,1302,1089
ESPARINA RESIDENCES,COMPASSVALE BOW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1068000,16 to 20,2022-01,829,1289
THE EDEN AT TAMPINES,TAMPINES STREET 34,Executive Condominium,D18,OCR,99 yrs lease commencing from 2000,1070000,01 to 05,2022-01,1249,857
WATERBAY,EDGEFIELD PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1402888,11 to 15,2022-01,1259,1114
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,1040000,11 to 15,2022-01,872,1193
WATERBAY,EDGEFIELD PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1310000,11 to 15,2022-01,1141,1148
PARK GREEN,RIVERVALE LINK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2001,1296888,11 to 15,2022-01,1367,949
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,1570000,01 to 05,2022-01,1432,1097
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,950000,11 to 15,2022-01,786,1209
THE EDEN AT TAMPINES,TAMPINES STREET 34,Executive Condominium,D18,OCR,99 yrs lease commencing from 2000,1100000,06 to 10,2022-01,1184,929
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,2145000,16 to 20,2022-01,2400,894
THE EDEN AT TAMPINES,TAMPINES STREET 34,Executive Condominium,D18,OCR,99 yrs lease commencing from 2000,1080000,06 to 10,2022-01,1238,872
WATERWOODS,PUNGGOL FIELD WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1800000,16 to 20,2022-01,1722,1045
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1380000,01 to 05,2022-01,1216,1135
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1150888,01 to 05,2022-01,1249,922
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1518000,06 to 10,2022-01,1389,1093
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1150000,01 to 05,2022-01,1109,1037
NUOVO,ANG MO KIO AVENUE 9,Executive Condominium,D20,OCR,99 yrs lease commencing from 2001,1250000,06 to 10,2022-01,1281,976
BISHAN LOFT,BISHAN STREET 11,Executive Condominium,D20,RCR,99 yrs lease commencing from 2000,1838000,16 to 20,2022-01,1378,1334
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,1300000,06 to 10,2022-01,1012,1285
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1015000,01 to 05,2022-01,1023,993
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1315000,11 to 15,2022-01,1281,1027
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,850000,01 to 05,2022-01,786,1082
WATERCOLOURS,PASIR RIS LINK,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,1130000,01 to 05,2022-01,1335,847
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1380000,06 to 10,2022-01,1281,1077
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,1338888,01 to 05,2022-01,1152,1162
TWIN WATERFALLS,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2011,1235000,11 to 15,2022-01,1109,1114
WHITEWATER,PASIR RIS STREET 72,Executive Condominium,D18,OCR,99 yrs lease commencing from 2002,1.00E+06,11 to 15,2022-01,1195,837
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1048000,01 to 05,2022-01,1152,910
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,838000,06 to 10,2022-01,807,1038
THE FLORIDA,HOUGANG AVENUE 7,Executive Condominium,D19,OCR,99 yrs lease commencing from 1997,9.00E+05,01 to 05,2022-01,1227,733
THE VALES,ANCHORVALE CRESCENT,Executive Condominium,D19,OCR,99 yrs lease commencing from 2014,821888,06 to 10,2022-01,764,1075
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1260000,06 to 10,2022-01,1098,1148
THE ESPARIS,PASIR RIS DRIVE 4,Executive Condominium,D18,OCR,99 yrs lease commencing from 2002,1080000,01 to 05,2022-01,1292,836
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1703000,11 to 15,2022-01,1528,1114
THE EDEN AT TAMPINES,TAMPINES STREET 34,Executive Condominium,D18,OCR,99 yrs lease commencing from 2000,1040000,06 to 10,2022-01,1249,833
THE EDEN AT TAMPINES,TAMPINES STREET 34,Executive Condominium,D18,OCR,99 yrs lease commencing from 2000,1035000,06 to 10,2022-01,1206,859
PRIVE,PUNGGOL FIELD,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1200000,11 to 15,2022-01,1098,1093
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1250000,01 to 05,2022-01,1141,1096
THE VALES,ANCHORVALE CRESCENT,Executive Condominium,D19,OCR,99 yrs lease commencing from 2014,828000,06 to 10,2022-01,764,1083
PRIVE,PUNGGOL FIELD,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1250000,06 to 10,2022-01,1087,1150
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,1430000,06 to 10,2022-01,1184,1208
PRIVE,PUNGGOL FIELD,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1208000,01 to 05,2022-01,1130,1069
WATERBAY,EDGEFIELD PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1367500,06 to 10,2022-01,1259,1086
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,1391888,06 to 10,2022-01,1184,1176
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1188888,01 to 05,2022-01,1098,1083
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1680000,01 to 05,2022-01,1615,1041
BELYSA,PASIR RIS DRIVE 1,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,880000,06 to 10,2022-01,829,1062
WATERWOODS,PUNGGOL FIELD WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1410000,11 to 15,2022-01,1281,1101
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,825000,11 to 15,2022-01,775,1064
THE FLORIDA,HOUGANG AVENUE 7,Executive Condominium,D19,OCR,99 yrs lease commencing from 1997,1213000,11 to 15,2022-01,1324,916
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1248000,11 to 15,2022-01,1098,1137
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1050000,11 to 15,2022-01,1023,1027
WHITEWATER,PASIR RIS STREET 72,Executive Condominium,D18,OCR,99 yrs lease commencing from 2002,1050000,06 to 10,2022-01,1141,920
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1500000,11 to 15,2022-01,1367,1097
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1200000,11 to 15,2022-01,1098,1093
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1220000,11 to 15,2022-01,1098,1111
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,Executive Condominium,D18,OCR,99 yrs lease commencing from 2012,1688000,11 to 15,2022-01,1378,1225
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1188000,06 to 10,2022-01,1098,1082
WATERBAY,EDGEFIELD PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1190000,01 to 05,2022-01,1141,1043
TREASURE CREST,ANCHORVALE CRESCENT,Executive Condominium,D19,OCR,99 yrs lease commencing from 2015,1230000,11 to 15,2022-01,1076,1143
WHITEWATER,PASIR RIS STREET 72,Executive Condominium,D18,OCR,99 yrs lease commencing from 2002,1010000,06 to 10,2022-01,1141,885
PRIVE,PUNGGOL FIELD,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,828000,01 to 05,2022-01,775,1068
TWIN WATERFALLS,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2011,1650000,16 to 20,2022-01,1765,935
THE FLORIDA,HOUGANG AVENUE 7,Executive Condominium,D19,OCR,99 yrs lease commencing from 1997,1140000,01 to 05,2022-01,1442,790
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1300000,06 to 10,2022-01,1281,1015
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1370000,06 to 10,2022-01,1227,1116
HERON BAY,UPPER SERANGOON VIEW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1600000,01 to 05,2022-01,1819,880
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1248888,01 to 05,2022-01,1227,1018
THE VALES,ANCHORVALE CRESCENT,Executive Condominium,D19,OCR,99 yrs lease commencing from 2014,1068000,06 to 10,2022-01,1044,1023
ESPARINA RESIDENCES,COMPASSVALE BOW,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,950000,01 to 05,2022-01,829,1146
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1570000,06 to 10,2022-01,1302,1205
WATERBAY,EDGEFIELD PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1398000,01 to 05,2021-12,1389,1007
BELYSA,PASIR RIS DRIVE 1,Executive Condominium,D18,OCR,99 yrs lease commencing from 2011,950000,06 to 10,2021-12,969,981
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1245000,01 to 05,2021-12,1098,1134
TWIN WATERFALLS,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2011,1280000,11 to 15,2021-12,1109,1154
RIVERPARC RESIDENCE,PUNGGOL DRIVE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1600000,01 to 05,2021-12,1668,959
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1138000,01 to 05,2021-12,1098,1037
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1200000,06 to 10,2021-12,1055,1138
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1810000,06 to 10,2021-12,1604,1129
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1055000,01 to 05,2021-12,1033,1021
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,970000,01 to 05,2021-12,1033,939
WATERWOODS,PUNGGOL FIELD WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,870000,06 to 10,2021-12,807,1078
PRIVE,PUNGGOL FIELD,Executive Condominium,D19,OCR,99 yrs lease commencing from 2010,1230000,11 to 15,2021-12,1055,1166
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1185000,06 to 10,2021-12,1076,1101
WHITEWATER,PASIR RIS STREET 72,Executive Condominium,D18,OCR,99 yrs lease commencing from 2002,950000,11 to 15,2021-12,1195,795
ECOPOLITAN,PUNGGOL WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1191188,01 to 05,2021-12,1098,1085
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1120000,11 to 15,2021-12,990,1131
THE AMORE,EDGEDALE PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1030000,06 to 10,2021-12,990,1040
WATERWOODS,PUNGGOL FIELD WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1180000,06 to 10,2021-12,1044,1130
WATERBAY,EDGEFIELD PLAINS,Executive Condominium,D19,OCR,99 yrs lease commencing from 2012,1750000,01 to 05,2021-12,1841,951
SEA HORIZON,PASIR RIS RISE,Executive Condominium,D18,OCR,99 yrs lease commencing from 2013,1100000,01 to 05,2021-12,1033,1064
WATERWOODS,PUNGGOL FIELD WALK,Executive Condominium,D19,OCR,99 yrs lease commencing from 2013,1380000,11 to 15,2021-12,1281,1077
