Property.Name.,District.,Property.Type.,Model.,Asking.,Predicted.Rent.,Area.Builtup,PSF.,Bedrooms.,Bedrooms.Additional,Floor.Description,Floor.,Area.Land,PSF_land.,Address.,PostalCode,Developer.,Bathrooms.,Built.Year.,Tenure.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,No..of.Units.,lon,lat,is_HDB
Kingsford Waterbay, D19 - Hougang / Punggol / Sengkang ,Apartment,High Rise,967495,1333.872705,678,1427,2,NA,HIGH,NA,NA,NA,84 Upper Serangoon View (533876),533876,Kingsford Property Developments Pte Ltd,1,2018,LEASEHOLD/99 years,"Swimming Pool View, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Balcony"," 11 mins   900m, KANGKAR LRT 12 mins  SE4 980m, RANGGUNG LRT 13 mins  SE5 1.07 km","Opp S'goon Sec Sch 2 mins  324 230m, Blk 477A 3 mins  6262A102136 240m","Chij Our Lady Of The Nativity 800m, Punggol Primary 1.08 km, North Vista Primary 1.18 km","Serangoon Secondary 280m, North Vista Secondary 790m, Holy Innocents' High 1.01 km","Rivervale Plaza 1.08 km, THE MIDTOWN 1.17 km, Eastpoint Mall 1.22 km",Not Furnished,NA,NA,1165,103.9026513,1.3739547,No
The Crest, D3 - Alexandra / Commonwealth ,Condominium,Condominium,1818000,1960.800725,1119,1625,3,NA,NA,NA,NA,NA,101 Prince Charles Crescent (159017),159017,Wingcrown Investment Pte Ltd,NA,2017,LEASEHOLD/99 years,"Park/greenery View, City View, Intercom, Air Conditioning, Water Heater, Balcony, Maidsroom","REDHILL MRT 6 mins  EW18 540m, TIONG BAHRU MRT 13 mins  EW17 1.06 km, ORCHARD BOULEVARD MRT DUE 2021 14 mins  TE13 1.13 km","Opp Delta Sports Hall 2 mins  51970186139122 160m, Delta Sports Hall 2 mins  12213918651970 200m","Alexandra Primary 420m, Gan Eng Seng Primary 960m, Zhangde Primary 1.14 km","Crescent Girls' 330m, Gan Eng Seng 550m, Queenstown Secondary 810m","VALLEY POINT SHOPPING CENTRE 730m, Valley Point 730m, DAWSON PLACE 1.05 km",NA,NA,NA,469,103.8204034,1.2926928,No
Sophia Hills, D9 - Orchard / River Valley ,Condominium,Condominium,1174000,810.5582454,570,2060,1,1,LOW,NA,NA,NA,5 Mount Sophia (228453),228453,Hoi Hup Sunway Mount Sophia Pte Ltd,1,NA,LEASEHOLD/99 years,"Bin Centre, Bbq Corner, Pavilion, Water Wall, Clubhouse Drop-off Plaza, Timber Deck, The Sophia Grand Staircase, Lounge, The Sophia Mirror Pool, Children's Pool, Vantage Deck, Steps Cascades, Substation, Sunning Deck, Management Office, Fitness Stations, Bio-pond, Toddler's Playground, Male And Female Changing And Steam Rooms, Children's Water Play, Water Cascades, Games Room, Multi-purpose Media Room, Lagoon Pool, Main Entrance Drop-off Plaza, Jacuzzi, Jogging Path, 50M Lap Pool, Internet Corner, Mountain Terraces, Childcare Drop-off Plaza, Conserved Building: Childcare/kindergarten, Seating Corner, Function Rooms, Yoga Decks, Gymnasium, Adventure Playground, Reflective Pool, Conserved Building: Restaurant, Guardhouse, Residents' Side Gate, Park/greenery View, Swimming Pool View, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Balcony","DHOBY GHAUT MRT 4 mins  CC1NS24NE6 330m, BENCOOLEN MRT 6 mins  DT21 500m, BRAS BASAH MRT 7 mins  CC2 630m",NA,"St. Margaret's Primary 230m, Anglo-chinese School (junior) 970m, Stamford Primary 1.16 km","School Of The Arts, Singapore 340m","Plaza Singapura 210m, PARKLANE SHOPPING MALL 320m, Paradiz 330m",Partially Furnished,"School Of The Arts, Singapore 340m",NA,493,103.846427,1.3014092,No
Gem Residences, D12 - Balestier / Toa Payoh ,Condominium,Condominium,1417000,1346.702325,947,1496,3,NA,NA,NA,NA,NA,3 Lorong 5 Toa Payoh (319459),319459,Gem Homes Pte Ltd,NA,NA,LEASEHOLD/99 years,"Park/greenery View, Swimming Pool View, City View, Renovated, Air Conditioning, Cooker Hob/hood, Balcony, Roof Terrace","BRADDELL MRT 7 mins  NS18 570m, TOA PAYOH MRT 11 mins  NS19 880m, CALDECOTT MRT 16 mins  CC17TE9 1.33 km","Blk 52 2 mins  232 160m, Blk 237 2 mins  NR1129155155A157159163105153885657592873 170m, Blk 1 2 mins  735657592888155157159163129153105 190m","First Toa Payoh Primary 480m, Kheng Cheng 520m, Pei Chun Public 520m","Beatty Secondary 290m, Guangyang Secondary 610m, Raffles Institution 940m","Hdb Hub 860m, Junction 8 1.28 km, JUNCTION 8 SHOPPING CENTRE 1.3 km",NA,"Raffles Institution 940m, St. Joseph's Institution 1.42 km, Catholic High School 1.86 km",NA,578,103.8486493,1.3377967,No
Yishun Street 81,NA,HDB 4 Rooms,Model A,440000,1956.130929,1119.4456,393,3,NA,HIGH,NA,NA,NA,873 Yishun Street 81 (760873),760873,NA,2,1988,LEASEHOLD/99 years,NA,"KHATIB MRT 6 mins  NS14 540m, YISHUN MRT 21 mins  NS13 1.68 km","Blk 873 1 min  811 120m, Blk 871 2 mins  117811 220m, Opp Blk 871 3 mins  117 240m","Naval Base Primary 310m, Peiying Primary 800m, Northland Primary 870m","Orchid Park Secondary 160m, Chung Cheng High School (yishun) 540m, Naval Base Secondary 850m","WISTERIA MALL 650m, NORTHPOINT SHOPPING CENTRE 1.71 km, Northpoint 1.71 km",Fully Furnished,NA, Yishun ,NA,103.8370688,1.4149063,Yes
Bedok Road, D16 - Bedok / Upper East Coast ,Detached,Detached,6000000,5342.674905,3500,1714,6,NA,NA,NA,5796,1035,Bedok Road,NA,NA,NA,1995,FREEHOLD,"Original Condition, Air Conditioning, Water Heater, Balcony, Maidsroom, Private Garden, Outdoor Patio, Garage","EASTWOOD LODGE 3 mins  DT37TE31 250m, BEDOK SOUTH MRT DUE 2024 8 mins  TE30 700m, TANAH MERAH MRT 15 mins  EW4 1.21 km","Eastwood Ctr 1 min  451010e14 60m, Country Pk 1 min  1010e1445 110m, Opp Bedok Camp 2 1 min  451010e14 120m","Temasek Primary 1.1 km, Haig Girls' 1.78 km","Bedok South Secondary 650m, Temasek Secondary 1.04 km, Bedok View Secondary 1.29 km","BEDOK SHOPPING COMPLEX 1.36 km, EAST VILLAGE 1.55 km, CHANGI CITY POINT 1.71 km",NA,NA,NA,NA,103.9512968,1.3264714,No
Gem Residences, D12 - Balestier / Toa Payoh ,Condominium,Condominium,1330000,1346.765605,947,1404,3,NA,NA,NA,NA,NA,1 Lorong 5 Toa Payoh (319458),319458,Gem Homes Pte Ltd,2,NA,LEASEHOLD/99 years,"Renovated, Intercom, Air Conditioning, Water Heater, Balcony","BRADDELL MRT 6 mins  NS18 530m, TOA PAYOH MRT 10 mins  NS19 800m, CALDECOTT MRT 15 mins  CC17TE9 1.26 km","Blk 52 2 mins  232 210m, Toa Payoh Police Ctr 2 mins  59231232129 210m, Blk 56 2 mins  23128735688105155157159163153 220m","Kheng Cheng 440m, First Toa Payoh Primary 550m, Pei Chun Public 560m","Beatty Secondary 360m, Guangyang Secondary 660m, Raffles Institution 950m","Hdb Hub 790m, Junction 8 1.33 km, JUNCTION 8 SHOPPING CENTRE 1.34 km",Partially Furnished,"Raffles Institution 950m, St. Joseph's Institution 1.49 km, Catholic High School 1.9 km",NA,578,103.8531666,1.3336887,No
Jurong East Street 32,NA,HDB 5 Rooms,Model A,465000,2444.952154,1463.8904,318,3,NA,NA,NA,NA,NA,309 Jurong East Street 32 (600309),600309,NA,NA,1983,LEASEHOLD/99 years,NA,"CHINESE GARDEN MRT 7 mins  EW25 620m, LAKESIDE MRT 18 mins  EW26 1.51 km, BUKIT BATOK MRT 21 mins  NS2 1.73 km","Blk 306 1 min  333 150m, Aft Bt Batok Rd 2 mins  174 210m, Opp Blk 311 2 mins  333 210m","Jurong Primary 180m, Princess Elizabeth Primary 800m, Yuhua Primary 920m","Jurongville Secondary 710m, Bukit Batok Secondary 770m, Fuhua Secondary 840m","West Mall 1.71 km, Jurong Entertainment Centre 1.72 km, JCUBE 1.73 km",NA,NA, Jurong East ,NA,103.7342142,1.3476438,Yes
Symphony Suites, D27 - Sembawang / Yishun ,Condominium,Condominium,1000000,1454.815185,1023,978,4,NA,NA,NA,NA,NA,9 Yishun Close (768008),768008,El Developments (Yishun) Pte Ltd,NA,NA,LEASEHOLD/99 years,"Air Conditioning, Cooker Hob/hood, Air Conditioning, Water Heater","YISHUN MRT 15 mins  NS13 1.23 km, CANBERRA U+C (NS12) 25 mins  NS12 2.0 km",Bet Blks 318A/318B 1 min  803 100m,"Chongfu 730m, Xishan Primary 780m, Huamin Primary 880m","Northland Secondary 510m, Yishun Town Secondary 780m, North View Secondary 840m","JUNCTION NINE 380m, Northpoint 1.14 km, NORTHPOINT SHOPPING CENTRE 1.14 km",NA,NA,NA,660,103.8448696,1.434563,No
Gem Residences, D12 - Balestier / Toa Payoh ,Condominium,Condominium,1200000,1346.765605,947,1267,3,NA,NA,NA,NA,NA,1 Lorong 5 Toa Payoh (319458),319458,Gem Homes Pte Ltd,2,NA,LEASEHOLD/99 years,"Air Conditioning, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","BRADDELL MRT 6 mins  NS18 530m, TOA PAYOH MRT 10 mins  NS19 800m, CALDECOTT MRT 15 mins  CC17TE9 1.26 km","Blk 52 2 mins  232 210m, Toa Payoh Police Ctr 2 mins  59231232129 210m, Blk 56 2 mins  23128735688105155157159163153 220m","Kheng Cheng 440m, First Toa Payoh Primary 550m, Pei Chun Public 560m","Beatty Secondary 360m, Guangyang Secondary 660m, Raffles Institution 950m","Hdb Hub 790m, Junction 8 1.33 km, JUNCTION 8 SHOPPING CENTRE 1.34 km",Partially Furnished,"Raffles Institution 950m, St. Joseph's Institution 1.49 km, Catholic High School 1.9 km",NA,578,103.8531666,1.3336887,No
6 Derbyshire, D11 - Newton / Novena ,Condominium,Condominium,2057000,1808.710005,1012,2033,3,NA,NA,NA,NA,NA,6 Derbyshire Road (309462),309462,Fantasia (Novena) Pte Ltd,2,2017,FREEHOLD,"Community Sky Garden, Reflective Pool, Pavilion, Gymnasium, Children Playground, Simming Pool, Bbq Pits, Spa Pool, City View, Air Conditioning","NOVENA MRT 7 mins  NS20 590m, FARRER PARK VIEW 10 mins  NE8 840m, NEWTON MRT 12 mins  DT11NS21 990m","Opp Carlisle Rd 1 min  131141 100m, Bef Carlisle Rd 1 min  141131 120m, Opp United Sq 1 min  9808511311411665657 150m","St. Joseph's Institution Junior 220m, Farrer Park Primary 650m, Anglo-chinese School (junior) 880m","Balestier Hill Secondary 990m, Northlight 1.14 km, Anglo-chinese School (barker Road) 1.22 km","United Square Shopping Mall 350m, GOLDHILL SHOPPING CENTRE 370m, VELOCITY @ NOVENA SQUARE 500m",NA,"School Of The Arts, Singapore 1.85 km",NA,168,103.8459867,1.3157676,No
Sophia Hills, D9 - Orchard / River Valley ,Condominium,Condominium,1137000,812.0211054,571,1991,2,NA,NA,NA,NA,NA,5 Mount Sophia (228453),228453,Hoi Hup Sunway Mount Sophia Pte Ltd,1,NA,LEASEHOLD/99 years,"Bin Centre, Children's Pool, Toddler's Playground, Internet Corner, Conserved Building: Restaurant, Conserved Building: Childcare/kindergarten, Main Entrance Drop-off Plaza, Substation, Multi-purpose Media Room, Children's Water Play, Vantage Deck, The Sophia Grand Staircase, Clubhouse Drop-off Plaza, Gymnasium, Jacuzzi, Sunning Deck, Fitness Stations, Water Wall, Water Cascades, Bio-pond, Jogging Path, Bbq Corner, Seating Corner, Adventure Playground, Yoga Decks, Steps Cascades, Guardhouse, Lounge, Management Office, Reflective Pool, Games Room, Function Rooms, Lagoon Pool, Mountain Terraces, Timber Deck, The Sophia Mirror Pool, Pavilion, Childcare Drop-off Plaza, Male And Female Changing And Steam Rooms, Residents' Side Gate, 50M Lap Pool, Cooker Hob/hood, Water Heater","DHOBY GHAUT MRT 4 mins  CC1NS24NE6 330m, BENCOOLEN MRT 6 mins  DT21 500m, BRAS BASAH MRT 7 mins  CC2 630m",NA,"St. Margaret's Primary 230m, Anglo-chinese School (junior) 970m, Stamford Primary 1.16 km","School Of The Arts, Singapore 340m","Plaza Singapura 210m, PARKLANE SHOPPING MALL 320m, Paradiz 330m",Partially Furnished,"School Of The Arts, Singapore 340m",NA,493,103.846427,1.3014092,No
Jurong West Avenue 5,NA,HDB 4 Rooms,Model A,365000,1956.474909,1119.4456,326,4,NA,NA,NA,NA,NA,722 Jurong West Avenue 5 (640722),640722,NA,NA,1990,LEASEHOLD/99 years,"Corner Unit, Air Conditioning, Water Heater, Cooker Hob/hood","PIONEER MRT 8 mins  EW28 680m, BOON LAY MRT 13 mins  EW27 1.04 km","Opp Blk 717 1 min  193 100m, Blk 717 2 mins  2421935N 170m, West Grove Pr Sch 2 mins  2425N99 230m","West Grove Primary 170m, Jurong West Primary 440m, Westwood Primary 460m","Boon Lay Secondary 410m, Pioneer Secondary 610m, Jurong West Secondary 1.03 km","PIONEER MALL 210m, GEK POH SHOPPING CENTRE 570m, Jurong Point 1.0 km",NA,River Valley High School 1.21 km, Jurong West ,NA,103.6980146,1.3437489,Yes
Gem Residences, D12 - Balestier / Toa Payoh ,Condominium,Condominium,1078000,964.2067454,678,1590,2,NA,LOW,NA,NA,NA,3 Lorong 5 Toa Payoh (319459),319459,Gem Homes Pte Ltd,2,NA,LEASEHOLD/99 years,"Air Conditioning, Cooker Hob/hood, Air Conditioning","BRADDELL MRT 7 mins  NS18 570m, TOA PAYOH MRT 11 mins  NS19 880m, CALDECOTT MRT 16 mins  CC17TE9 1.33 km","Blk 52 2 mins  232 160m, Blk 237 2 mins  NR1129155155A157159163105153885657592873 170m, Blk 1 2 mins  735657592888155157159163129153105 190m","First Toa Payoh Primary 480m, Kheng Cheng 520m, Pei Chun Public 520m","Beatty Secondary 290m, Guangyang Secondary 610m, Raffles Institution 940m","Hdb Hub 860m, Junction 8 1.28 km, JUNCTION 8 SHOPPING CENTRE 1.3 km",Partially Furnished,"Raffles Institution 940m, St. Joseph's Institution 1.42 km, Catholic High School 1.86 km",NA,578,103.8486493,1.3377967,No
Kingsford Waterbay, D19 - Hougang / Punggol / Sengkang ,Apartment,Apartment,967000,688.2754654,484,1998,2,NA,NA,NA,NA,NA,64 Upper Serangoon View (533886),533886,Kingsford Property Developments Pte Ltd,NA,NA,LEASEHOLD/99 years,"Park/greenery View, Air Conditioning, Balcony"," 13 mins   1.06 km, KANGKAR LRT 14 mins  SE4 1.14 km, RANGGUNG LRT 14 mins  SE5 1.17 km","Opp S'goon Sec Sch 1 min  324 50m, Serangoon Sec Sch 2 mins  6262A102136 230m","Chij Our Lady Of The Nativity 650m, Punggol Primary 1.04 km, North Vista Primary 1.23 km","Serangoon Secondary 130m, Holy Innocents' High 840m, North Vista Secondary 870m","THE MIDTOWN 1.0 km, Eastpoint Mall 1.08 km, Hougang Mall 1.08 km",NA,NA,NA,1165,103.9026769,1.3735866,No
Commonwealth Towers, D3 - Alexandra / Commonwealth ,Condominium,Condominium,898000,1043.927045,474,1895,1,NA,HIGH,NA,NA,NA,230 Commonwealth Avenue (149739),149739,Wealthall Developments Pte. Ltd.,1,2019,LEASEHOLD/99 years,"Clubhouse, Lifestyle Pool, 50M Lap Pool With Sun Deck, Gym, Side Gate, Entry To Carpark, Entry Court, Cabana With Jacuzzi, Bin Centre, Water Court, Covered Linkway To Bus Stop, Outdoor Fitness Area, Spa Pavilions With Jacuzzi, Hydrotherapy Pool With Aqua Gym, Children's Party Area, Private Dining Pavilion, Guard House, Pool Decks, Relaxation Pavilion, Substation, Tennis Court, Bbq Pavilions, Arrival Court, Sky Terrace, Exit From Carpark, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony","QUEENSTOWN MRT 1 min  EW19 120m, COMMONWEALTH MRT 14 mins  EW20 1.15 km, REDHILL MRT 17 mins  EW18 1.36 km","Queenstown Stn 1 min  51111145970186195 70m, Queenstown Stn 1 min  195970NR551145111186 120m, Opp Queenstown Pr Sch 2 mins  12232 230m","Queenstown Primary 210m, New Town Primary 790m, Gan Eng Seng Primary 1.55 km","Queensway Secondary 660m, Queenstown Secondary 830m, Crescent Girls' 1.31 km","DAWSON PLACE 640m, Anchorpoint 800m, ANCHORPOINT SHOPPING CENTRE 800m",NA,NA,NA,845,103.806128,1.2956992,No
Amber Skye, D15 - East Coast / Marine Parade ,Apartment,Apartment,2319000,1960.823145,1119,2072,2,NA,MID,NA,NA,NA,8 Amber Road (439853),439853,Cs Amber Developments Pte. Ltd.,2,2017,FREEHOLD,"Bbq Area, Drop Off And Waiting Area, Pool Deck, 48M Lap Pool, Dining Pavilion, Gym, Guard House, Sky Terrace, Drop Off Water Feature, Steam Room, Main Entrance, Poolside Shower, Children's Topo Playground, Hammock Lounge, Cascade Planter, Clubhouse, Kid's Pool, Poolside Water Feature, Jacuzzi, Feature Green Wall, Renovated, City View, Sea View, Swimming Pool View, Air Conditioning, Water Heater, Intercom, Cooker Hob/hood, Private Lift, Balcony, Maidsroom, Walk-in-wardrobe","AMBER MRT DUE 2023 1 min  TE25 70m, MARINE PARADE MRT DUE 2023 13 mins  TE26 1.07 km, KATONG PARK MRT DUE 2023 16 mins  TE24 1.34 km","Tg Katong Rd Sth P/G 1 min  3636B48 150m, One Amber 2 mins  483636A36B 190m","Tanjong Katong Primary 690m, Chij (katong) Primary 1.63 km, Tao Nan 1.63 km","Tanjong Katong Girls' 910m, Tanjong Katong Secondary 1.0 km, Chung Cheng High School (main) 1.04 km","KATONG SHOPPING CENTRE 580m, KATONG V 720m, Parkway Parade 820m",Partially Furnished,Dunman High School 1.65 km,NA,109,103.8982223,1.2995755,No
Loyang Villas, D17 - Changi Airport / Changi Village ,Terrace,NA,1600000,3920.817245,2500,640,5,NA,NA,NA,2034,786,Loyang Rise,NA,First Loyang Land Pteltd,NA,1996,LEASEHOLD/99 years,"Park/greenery View, Original Condition, Colonial Building, Renovated, Cooker Hob/hood, Water Heater, Air Conditioning, Garage, Walk-in-wardrobe, Private Garden, Outdoor Patio, Maidsroom, Terrace",TAMPINES EAST MRT 16 mins  DT33 1.28 km,"Opp Blk 149A 1 min  5353A5981391719213912518518A 80m, Aft Jln Batalong 1 min  29 100m, Bef Jln Batalong 1 min  29 110m","White Sands Primary 470m, Pasir Ris Primary 1.09 km, East Spring Primary 1.13 km","Greenview Secondary 760m, East Spring Secondary 800m, Dunman Secondary 890m","LOYANG POINT 430m, White Sands 1.92 km, DOWNTOWN EAST 1.99 km",NA,NA,NA,423,103.9652551,1.363566,No
6 Derbyshire, D11 - Newton / Novena ,Condominium,Condominium,1560000,1410.445865,732,2131,2,NA,NA,NA,NA,NA,6 Derbyshire Road (309462),309462,Fantasia (Novena) Pte Ltd,NA,2017,FREEHOLD,"Bbq Pits, Community Sky Garden, Children Playground, Reflective Pool, Pavilion, Spa Pool, Gymnasium, Simming Pool, Park/greenery View, Renovated, City View, Swimming Pool View, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony, Walk-in-wardrobe","NOVENA MRT 7 mins  NS20 590m, FARRER PARK VIEW 10 mins  NE8 840m, NEWTON MRT 12 mins  DT11NS21 990m","Opp Carlisle Rd 1 min  131141 100m, Bef Carlisle Rd 1 min  141131 120m, Opp United Sq 1 min  9808511311411665657 150m","St. Joseph's Institution Junior 220m, Farrer Park Primary 650m, Anglo-chinese School (junior) 880m","Balestier Hill Secondary 990m, Northlight 1.14 km, Anglo-chinese School (barker Road) 1.22 km","United Square Shopping Mall 350m, GOLDHILL SHOPPING CENTRE 370m, VELOCITY @ NOVENA SQUARE 500m",NA,"School Of The Arts, Singapore 1.85 km",NA,168,103.8459867,1.3157676,No
Symphony Suites, D27 - Sembawang / Yishun ,Condominium,Condominium,888000,1487.704405,786,1130,3,NA,HIGH,NA,NA,NA,19 Yishun Close (768013),768013,El Developments (Yishun) Pte Ltd,2,2019,LEASEHOLD/99 years,"Air Conditioning, Cooker Hob/hood, Water Heater","YISHUN MRT 15 mins  NS13 1.22 km, CANBERRA U+C (NS12) 24 mins  NS12 1.96 km",Bet Blks 318A/318B 1 min  803 110m,"Chongfu 690m, Xishan Primary 760m, Huamin Primary 910m","Northland Secondary 480m, Yishun Town Secondary 760m, North View Secondary 870m","JUNCTION NINE 380m, Northpoint 1.13 km, NORTHPOINT SHOPPING CENTRE 1.13 km",NA,NA,NA,660,103.8448696,1.434563,No
Sophia Hills, D9 - Orchard / River Valley ,Condominium,Condominium,1183000,1211.580705,592,1998,2,NA,HIGH,NA,NA,NA,5 Mount Sophia (228453),228453,Hoi Hup Sunway Mount Sophia Pte Ltd,1,2018,LEASEHOLD/99 years,"Conserved Building: Restaurant, Sunning Deck, The Sophia Mirror Pool, Children's Water Play, Childcare Drop-off Plaza, Management Office, Internet Corner, Games Room, Bio-pond, Reflective Pool, Water Cascades, Clubhouse Drop-off Plaza, Timber Deck, Lounge, Multi-purpose Media Room, Jacuzzi, Residents' Side Gate, Mountain Terraces, The Sophia Grand Staircase, Conserved Building: Childcare/kindergarten, Fitness Stations, Seating Corner, Adventure Playground, Toddler's Playground, 50M Lap Pool, Main Entrance Drop-off Plaza, Male And Female Changing And Steam Rooms, Children's Pool, Vantage Deck, Jogging Path, Substation, Gymnasium, Function Rooms, Lagoon Pool, Yoga Decks, Bin Centre, Pavilion, Steps Cascades, Guardhouse, Bbq Corner, Water Wall, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony","DHOBY GHAUT MRT 4 mins  CC1NS24NE6 330m, BENCOOLEN MRT 6 mins  DT21 500m, BRAS BASAH MRT 7 mins  CC2 630m",NA,"St. Margaret's Primary 230m, Anglo-chinese School (junior) 970m, Stamford Primary 1.16 km","School Of The Arts, Singapore 340m","Plaza Singapura 210m, PARKLANE SHOPPING MALL 320m, Paradiz 330m",Partially Furnished,"School Of The Arts, Singapore 340m",NA,493,103.846427,1.3014092,No
Jurong West Street 52,NA,HDB 5 Rooms,Improved,555000,1806.21705,1270.1402,437,3,NA,MID,NA,NA,NA,522 Jurong West Street 52 (640522),640522,NA,2,NA,LEASEHOLD/99 years,"Corner Unit, Original Condition, Air Conditioning, Water Heater, Balcony","LAKESIDE MRT 6 mins  EW26 540m, BOON LAY MRT 18 mins  EW27 1.48 km, CHINESE GARDEN MRT 23 mins  EW25 1.89 km","Bet Blks 523/525 1 min  99 120m, Blk 526 2 mins  335 210m, Blk 209 2 mins  240M24624099 220m","Rulang Primary 280m, Shuqun Primary 560m, Boon Lay Garden Primary 570m","Yuhua Secondary 660m, Yuan Ching Secondary 680m, Hua Yi Secondary 870m","BOON LAY SHOPPING CENTRE 450m, Jurong Point 1.35 km, TAMAN JURONG SHOPPING CENTRE 1.36 km",Partially Furnished,River Valley High School 870m, Jurong West ,NA,103.716747,1.3464988,Yes
Frankel Estate, D15 - East Coast / Marine Parade ,Detached,Detached,10003888,10890.85393,7400,1352,5,1,GROUND,1,6394,1564,Siglap Hill,NA,NA,7,2007,FREEHOLD,"Renovated, Air Conditioning, Hairdryer, Private Pool, Water Heater, Intercom, Cooker Hob/hood, Jacuzzi, Balcony, Maidsroom, Bombshelter, Outdoor Patio, Garage, Private Garden, Walk-in-wardrobe","KEMBANGAN MRT 5 mins  EW6 430m, MARINE TERRACE MRT DUE 2023 18 mins  TE27 1.45 km, EUNOS MRT 19 mins  EW7 1.55 km","Bef Siglap Plain 2 mins  85427672425262830323333B 180m, Opp Perpetual Succour Ch 2 mins  67242526283032334227854 190m, Aft Perpetual Succour Ch 2 mins  854242527262830323333B67 190m","St. Stephen's 140m, Opera Estate Primary 790m, East Coast Primary 1.13 km","Ping Yi Secondary 930m, St. Patrick's 1.34 km, Bedok North Secondary 1.75 km","SIGLAP SHOPPING CENTRE 1.14 km, BEDOK MALL 1.51 km, BEDOK POINT 1.83 km",NA,NA,NA,1146,103.9180629,1.3201952,No
Jurong West Central 1,NA,HDB 5 Rooms,Improved,499000,2126.634972,1237.8485,403,3,NA,NA,NA,NA,NA,682C Jurong West Central 1 (643682),643682,NA,NA,2000,LEASEHOLD/99 years,"Air Conditioning, Cooker Hob/hood","BOON LAY MRT 6 mins  EW27 540m, PIONEER MRT 13 mins  EW28 1.07 km, LAKESIDE MRT 21 mins  EW26 1.73 km","Blk 683A 1 min  199242405502502A 70m, Blk 691A CP 1 min  199405502242 90m, Blk 685B 2 mins  243W258502502ANR5193181181M 180m","Westwood Primary 700m, West Grove Primary 700m, Jurong West Primary 840m","Boon Lay Secondary 390m, River Valley High 430m, Dunearn Secondary 510m","Jurong Point 390m, BOON LAY SHOPPING CENTRE 850m, PIONEER MALL 880m",NA,River Valley High School 430m, Jurong West ,NA,103.7054326,1.34326,Yes
Hedges Park Condominium, D17 - Changi Airport / Changi Village ,Condominium,Condominium,890000,1609.159465,872,1021,2,NA,NA,NA,NA,NA,89 Flora Drive (506890),506890,Tripartite Developers Pte Ltd,NA,2015,LEASEHOLD/99 years,"Swimming Pool, Tennis Court, Club House, Gymnasium, Wadpool, Barbecue Area, Intercom, Cooker Hob/hood, Air-conditioning, Kitchen, Flooring For Living/dining, Wardrobe, Flooring For Bedroom, Bombshelter, Balcony","TAMPINES EAST MRT 18 mins  DT33 1.5 km, UPPER CHANGI MRT 19 mins  DT34 1.54 km","Aft Jln Bena 1 min  25 110m, Bef Jln Bena 2 mins  245 190m, Opp VICOM 2 mins  374 200m","East Spring Primary 690m, White Sands Primary 1.48 km, Chongzheng Primary 1.88 km","East Spring Secondary 830m, Ngee Ann Secondary 1.23 km, Dunman Secondary 1.47 km",LOYANG POINT 1.41 km,NA,NA,NA,501,103.9665979,1.3549451,No
