Property.Name.,Property.Type.,Asking.,PSF.,Built.Year.,Model.,Developer.,Address.,District.,Bedrooms.,Bathrooms.,Floor.,Area.,Tenure.,No..of.Units.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,lon,lat
Kingsford Waterbay,Apartment,"$950,000 "," $1,118 psf (Built-up) ",2017,Apartment,Kingsford Property Development Pte Ltd,66 Upper Serangoon View (533885), D19 - Hougang / Punggol / Sengkang ,3,2,HIGH, 850 sqft (Built-up) ,LEASEHOLD/99 years,1165,"Swimming Pool View, Corner Unit, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony"," 14 mins   1.16 km, HOUGANG MRT 15 mins  NE14 1.23 km, RANGGUNG LRT 15 mins  SE5 1.24 km","Opp S'goon Sec Sch 1 min  324 110m, Serangoon Sec Sch 3 mins  6262A102136 250m","Chij Our Lady Of The Nativity 560m, Punggol Primary 1.03 km, Holy Innocents' Primary 1.26 km","Serangoon Secondary 140m, Holy Innocents' High 740m, North Vista Secondary 930m","THE MIDTOWN 890m, Eastpoint Mall 1.0 km, Hougang Mall 1.0 km",Partially Furnished,NA,NA,103.9037896,1.3754808
Sennett Estate,Terrace,"$2,600,000 "," $1,369 psf (Land) / $1,493 psf (Built-up) ",1955,Corner Terrace,TAN CHONG LAND COMPANY PTE LTD,Jalan Wangi, D13 - Macpherson / Potong Pasir ,3+1,3,NA," 1,898 sqft (Land) /  1,741 sqft (Built-up) ",FREEHOLD,77,"Corner Unit, Original Condition, Cooker Hob/hood","POTONG PASIR MRT 7 mins  NE10 610m, WOODLEIGH MRT 12 mins  NE11 1.01 km, MATTAR MRT 13 mins  DT25 1.1 km","Opp Gulab Bldg 1 min  61646566815490151 80m, Gulab Bldg 1 min  1519015464656666A861 110m, Kenwood 2 mins  125 210m","Cedar Primary 600m, St. Andrew's Junior 1.0 km, Canossa Convent Primary 1.02 km","Cedar Girls' Secondary 400m, Chij Katong Convent 780m, St. Andrew's Secondary 900m",BENDEMEER SHOPPING MALL 1.8 km,NA,Maris Stella High School 1.29 km,NA,103.8746844,1.3305292
Bukit Batok Street 31,HDB Executive,"$620,000 ", $374 psf (Built-up) ,1986,Model A-maisonette,NA,355 Bukit Batok Street 31 (650355),NA,3,3,NA, 154 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Corner Unit, Park/greenery View, Air Conditioning, Water Heater","BUKIT GOMBAK MRT 4 mins  NS3 340m, BUKIT BATOK MRT 17 mins  NS2 1.41 km, TECK WHYE LRT 21 mins  BP4 1.69 km","Opp Blk 347 1 min  945NR8 120m, Blk 347 1 min  9453N868 130m","St. Anthony's Primary 350m, Dazhong Primary 400m, Lianhua Primary 930m","Swiss Cottage Secondary 330m, Hillgrove Secondary 1.04 km, Bukit View Secondary 1.8 km","West Mall 1.35 km, HillV2 1.52 km, KEAT HONG SHOPPING CENTRE 1.87 km",Not Furnished,NA, Bukit Batok ,103.7505266,1.361775
Bukit Batok West Avenue 8,HDB 3 Rooms,"$290,000 ", $369 psf (Built-up) ,1985,Model A,NA,177 Bukit Batok West Avenue 8 (650177),NA,2,2,MID, 73 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Renovated, Park/greenery View, Air Conditioning, Cooker Hob/hood, Water Heater","BUKIT BATOK MRT 11 mins  NS2 920m, CHINESE GARDEN MRT 13 mins  EW25 1.08 km, JURONG EAST MRT 18 mins  EW24NS1 1.48 km","Blk 168 1 min  941 100m, Blk 154A 2 mins  941 200m","Princess Elizabeth Primary 330m, Yuhua Primary 390m, Jurong Primary 1.01 km","Bukit Batok Secondary 260m, Crest Secondary 320m, Shuqun Secondary 720m","West Mall 910m, WESTGATE 1.36 km, IMM BUILDING 1.38 km",NA,NA, Bukit Batok ,103.7416359,1.346356
Grandeur Park Residences,Condominium,"$1,688,000 "," $1,494 psf (Built-up) ",2021,Condominium,CEL-Changi Pte Ltd,9 Bedok South Avenue 3 (465465), D16 - Bedok / Upper East Coast ,4,3,NA," 1,130 sqft (Built-up) ",LEASEHOLD/99 years,720,"Swimming Pool View, Park/greenery View, Original Condition, Air Conditioning, Water Heater, Cooker Hob/hood, Balcony, Walk-in-wardrobe","TANAH MERAH MRT 2 mins  EW4 210m, BEDOK SOUTH MRT DUE 2024 13 mins  TE30 1.04 km, EASTWOOD LODGE 17 mins  DT37TE31 1.43 km","Tanah Merah Stn 2 mins  313535M3845474814242912 220m, Blk 50 2 mins  3846474812506 230m","Haig Girls' 690m, Bedok Green Primary 840m, Temasek Primary 850m","Bedok View Secondary 200m, Bedok South Secondary 640m, Anglican High 690m","BEDOK SHOPPING COMPLEX 720m, EAST VILLAGE 730m, BEDOK POINT 1.42 km",NA,Temasek Junior College 1.31 km,NA,103.9443529,1.3245372
Regentville,Apartment,"$1,040,000 ", $596 psf (Built-up) ,1999,Penthouse,Serenity Properties Pte Ltd,12 Hougang Street 92 (538688), D19 - Hougang / Punggol / Sengkang ,2,3,PENTHOUSE," 1,745 sqft (Built-up) ",LEASEHOLD/99 years,580,"Securities, Swimming Pool, Wadpool, Jacuzzi, Club House, Barbecue Area, Car Park, Gymnasium, Tennis Court, Play Ground, Corner Unit, Renovated, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Bathtub, Wardrobe, Kitchen, Flooring For Living/dining, Air-conditioning, Flooring For Bedroom, Bombshelter, Maidsroom, Roof Terrace","HOUGANG MRT 20 mins  NE14 1.62 km, KOVAN MRT 21 mins  NE13 1.73 km,  24 mins   1.95 km","Blk 941A 1 min  112 110m, Regentville 1 min  10911615972 130m, Hougang 1 2 mins  72159109109A1166NNR6325 200m","Rosyth 340m, Hougang Primary 600m, Xinmin Primary 630m","Bowen Secondary 340m, Xinmin Secondary 580m, Hougang Secondary 670m","HOUGANG 1 280m, HOUGANG GREEN SHOPPING MALL 1.26 km, MYVILLAGE AT SERANGOON GARDEN 1.72 km",NA,NA,NA,103.877945,1.374141
Woodlands Drive 75,HDB 5 Rooms,"$410,000 ", $346 psf (Built-up) ,2004,Improved,NA,690D Woodlands Drive 75 (734690),NA,3,2,HIGH, 110 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Corner Unit, Renovated, Air Conditioning, Water Heater","ADMIRALTY MRT 10 mins  NS10 810m, SEMBAWANG MRT 19 mins  NS11 1.52 km","Opp Woodsvale Condo 2 mins  962965969 220m, Woodsvale Condo 3 mins  965965A969962NR2 250m","Greenwood Primary 450m, Riverside Primary 850m, Admiralty Primary 880m","Admiralty Secondary 730m, Spectra Secondary 780m, Sembawang Secondary 1.04 km","ADMIRALTY PLACE 720m, WOODLANDS MART 1.15 km, Sun Plaza 1.43 km",NA,NA, Woodlands ,103.8079058,1.4426008
The Coast at Sentosa Cove,Condominium,"$6,380,000 "," $1,572 psf (Built-up) ",NA,Condominium,Ho Bee Cove Pte Ltd,276 Ocean Drive (098449), D4 - Sentosa / Harbourfront ,5,NA,NA," 4,058 sqft (Built-up) ",LEASEHOLD/99 years,249,"Air Conditioning, Cooker Hob/hood, Air Conditioning, Balcony",NA,NA,NA,NA,NA,NA,NA,NA,103.844398,1.246774
Compassvale Crescent,HDB 5 Rooms,"$438,000 ", $370 psf (Built-up) ,2001,Improved,NA,290B Compassvale Crescent (542290),NA,3,2,MID, 110 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Corner Unit, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony"," 4 mins   370m, CHENG LIM LRT 4 mins  SW1 380m,  6 mins   480m","Blk 291A 2 mins  83 180m, Opp Blk 291A 2 mins  83 210m, Blk 286B 2 mins  1091194343M 210m","Compassvale Primary 300m, Punggol Green Primary 570m, Springdale Primary 830m","Compassvale Secondary 330m, Edgefield Secondary 670m, Chij St. Joseph's Convent 840m","COMPASS ONE 590m, Compass Point 600m, Rivervale Mall 990m",Partially Furnished,NA, Sengkang ,103.896838,1.396847
Kovan Regency,Condominium,"$1,280,000 "," $1,293 psf (Built-up) ",2015,Condominium,Hoi Hup Kovan Development Pte Ltd,2 Kovan Rise (544734), D19 - Hougang / Punggol / Sengkang ,2,1,PENTHOUSE, 990 sqft (Built-up) ,LEASEHOLD/99 years,378,"Seating Alcove, Trellis, Clubhouse, 50M Lap Pool, Roof Terrace, Reflecting Pool, Toddler Pool, Playground, Reading Corner, Water Jet Platform, Chess Corner, Tree Grove, Spa Pool, Pool Deck, Bbq Garden, Gymnasium, Children Pool, Outdoor Fitness Station, Function Room, Renovated, City View, Intercom, Air Conditioning, Water Heater, Roof Terrace","KOVAN MRT 5 mins  NE13 450m, HOUGANG MRT 13 mins  NE14 1.07 km, SERANGOON MRT 24 mins  CC13NE12 1.97 km","Opp Glad Tidings Ch 2 mins  808182119101107107M112113136153 210m, Glad Tidings Ch 2 mins  101107107M112113115136153119808182 220m","Xinghua Primary 780m, Xinmin Primary 960m, Holy Innocents' Primary 970m","Yuying Secondary 830m, Xinmin Secondary 1.09 km, Bowen Secondary 1.25 km","HEARTLAND MALL-KOVAN 400m, ICB SHOPPING CENTRE 1.3 km, UPPER SERANGOON SHOPPING CENTRE 1.32 km",NA,NA,NA,103.884925,1.3618687
Le Regal,Apartment,"$560,000 "," $1,530 psf (Built-up) ",2015,Apartment,Fragrance Realty Pte Ltd,340 Geylang Road (389365), D14 - Eunos / Geylang / Paya Lebar ,1,NA,NA, 366 sqft (Built-up) ,FREEHOLD,88,"Bbq Pits, Gymnasium Room, Fitness Corner, Swimming Pool, Function Room, Playground, Air Conditioning, Balcony","ALJUNIED MRT 6 mins  EW9 530m, MOUNTBATTEN MRT 9 mins  CC7 740m, DAKOTA MRT 12 mins  CC8 990m","Bef Lor 18 Geylang 1 min  853C26226636751801321100158 70m, Opp SCN Ctr 3 mins  40 240m","Geylang Methodist School (primary) 710m, Kong Hwa 900m, Macpherson Primary 1.35 km","Geylang Methodist School (secondary) 630m, Broadrick Secondary 960m, Chung Cheng High School (main) 1.41 km","LEISURE PARK KALLANG 1.21 km, KALLANG WAVE MALL 1.28 km, CITY PLAZA 1.51 km",NA,Dunman High School 1.45 km,NA,103.8804631,1.3125425
Blair Plain Conservation Area,Terrace,"$6,350,000 "," $3,968 psf (Land) / $1,380 psf (Built-up) ",2000,Inter Terrace,NA,Everton Road, D2 - Chinatown / Tanjong Pagar ,5+1,NA,NA," 1,600 sqft (Land) /  4,600 sqft (Built-up) ",FREEHOLD,NA,"Renovated, Air Conditioning, Bathtub, Water Heater, Cooker Hob/hood, Balcony, Private Garden","OUTRAM PARK MRT 6 mins  EW16NE3TE17 530m, MAXWELL MRT DUE 2021 10 mins  TE18 850m, TANJONG PAGAR MRT 12 mins  EW15 970m","Blk 3 1 min  19619761166167120 150m, Opp New Bridge Rd Ter 1 min  961961C124143147 150m, Bef Hosp Dr 2 mins  61143147120124166167196197961961C 170m","Cantonment Primary 280m, Chij (kellock) 1.1 km, Radin Mas Primary 1.5 km","Outram Secondary 1.11 km, Chij St. Theresa's Convent 1.69 km","PEARLS CENTRE 680m, TANJONG PAGAR CENTRE 840m, PEOPLE'S PARK COMPLEX 1.02 km",NA,NA,NA,103.8386912,1.2756464
Corals At Keppel Bay,Condominium,"$9,800,000 "," $3,206 psf (Built-up) ",2016,Condominium,Keppel Bay Pte Ltd,21 Keppel Bay Drive (098022), D4 - Sentosa / Harbourfront ,4,4,GROUND," 3,057 sqft (Built-up) ",LEASEHOLD/99 years,366,"Kid's Pool / Splash Pool With Jumping Jets, 50M Lap Pool, Public Promenade, Water Feature, Changing Rooms, Bbq Area, Play Area, Jacuzzi / Hydro Spa, Tennis Court, Clubhouse, Reflective Pools, Pathway / Forest Walk, Sea View, Bathtub, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony","HARBOURFRONT MRT 7 mins  CC29NE1 560m, TELOK BLANGAH MRT 11 mins  CC28 950m, LABRADOR PARK MRT 21 mins  CC27 1.71 km","Caribbean at Keppel Bay 1 min  939710014314516612413196340818830576110 120m, HarbourFront Int 2 mins  123123M124936580855963963E188188E408 220m, HarbourFront Stn 3 mins  963R188R3030e1057611431451001311669797e 240m","Radin Mas Primary 1.24 km, Blangah Rise Primary 1.44 km, Chij (kellock) 1.51 km",Chij St. Theresa's Convent 1.16 km,"Harbourfront Centre 320m, Vivocity 680m, DEPOT HEIGHTS SHOPPING CENTRE 1.79 km",Partially Furnished,NA,NA,103.8159068,1.2647326
Corals At Keppel Bay,Condominium,"$8,390,000 "," $2,774 psf (Built-up) ",2016,Condominium,Keppel Bay Pte Ltd,21 Keppel Bay Drive (098022), D4 - Sentosa / Harbourfront ,4,3,MID," 3,025 sqft (Built-up) ",LEASEHOLD/99 years,366,"Play Area, Jacuzzi / Hydro Spa, Pathway / Forest Walk, Kid's Pool / Splash Pool With Jumping Jets, Water Feature, Changing Rooms, Reflective Pools, Bbq Area, 50M Lap Pool, Clubhouse, Public Promenade, Tennis Court, Sea View, Bathtub, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony","HARBOURFRONT MRT 7 mins  CC29NE1 560m, TELOK BLANGAH MRT 11 mins  CC28 950m, LABRADOR PARK MRT 21 mins  CC27 1.71 km","Caribbean at Keppel Bay 1 min  939710014314516612413196340818830576110 120m, HarbourFront Int 2 mins  123123M124936580855963963E188188E408 220m, HarbourFront Stn 3 mins  963R188R3030e1057611431451001311669797e 240m","Radin Mas Primary 1.24 km, Blangah Rise Primary 1.44 km, Chij (kellock) 1.51 km",Chij St. Theresa's Convent 1.16 km,"Harbourfront Centre 320m, Vivocity 680m, DEPOT HEIGHTS SHOPPING CENTRE 1.79 km",Partially Furnished,NA,NA,103.8159068,1.2647326
Reflections At Keppel Bay,Condominium,"$3,380,000 "," $2,165 psf (Built-up) ",2011,Condominium,Keppel Bay Pte Ltd,1 Keppel Bay View (098402), D4 - Sentosa / Harbourfront ,3,NA,NA," 1,561 sqft (Built-up) ",LEASEHOLD/99 years,1129,"Securities, Wadpool, Club House, Tennis Court, Landscaped Garden, Gymnasium, Jacuzzi, Swimming Pool, Sea View, Air Conditioning, Cooker Hob/hood, Water Heater, Intercom, Wardrobe, Air-conditioning, Kitchen, Balcony, Bombshelter","TELOK BLANGAH MRT 7 mins  CC28 590m, HARBOURFRONT MRT 11 mins  CC29NE1 910m, LABRADOR PARK MRT 17 mins  CC27 1.36 km","Bef Seah Im Rd 1 min  408188963105761301431451001241311669397 130m, Opp Chr Community Chapel 2 mins  939710014314516612413118896340857613010 230m, Bef Chr Community Chapel 3 mins  963408188301057611431451001241311669397 240m","Blangah Rise Primary 1.09 km, Radin Mas Primary 1.33 km, Chij (kellock) 1.66 km",Chij St. Theresa's Convent 1.2 km,"Harbourfront Centre 680m, Vivocity 1.04 km, DEPOT HEIGHTS SHOPPING CENTRE 1.5 km",NA,NA,NA,103.814269,1.2683469
Southbank,Apartment,"$1,008,000 "," $2,177 psf (Built-up) ",2010,Apartment,Kings & Queens Development Pte Ltd,883 North Bridge Road (198785), D7 - Beach Road / Bugis / Rochor ,Studio,1,NA, 463 sqft (Built-up) ,LEASEHOLD/99 years,197,"Wadpool, Landscaped Garden, Car Park, Gymnasium, Swimming Pool, Barbecue Area, City View, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Air-conditioning, Wardrobe, Flooring For Bedroom, Flooring For Living/dining, Kitchen, Balcony, Bombshelter","LAVENDER MRT 3 mins  EW11 240m, NICOLL HIGHWAY MRT 8 mins  CC5 710m, BENDEMEER MRT 10 mins  DT23 830m","Southbank 1 min  100961961C980 40m, Opp Blk 4 1 min  100 120m, Blk 8 2 mins  32761805163961961C980197175145 170m","Stamford Primary 880m, Farrer Park Primary 1.67 km, Bendemeer Primary 1.75 km",Northlight 1.74 km,"GOLDEN MILE SHOPPING CENTRE 380m, KALLANG WAVE MALL 950m, CITY SQUARE MALL 1.04 km",Partially Furnished,"School Of The Arts, Singapore 1.92 km",NA,103.8642819,1.3063526
D'Leedon,Condominium,"$2,100,000 "," $1,727 psf (Built-up) ",2014,Condominium,Morganite Pte Ltd,7 Leedon Heights (267953), D10 - Tanglin / Holland / Bukit Timah ,3,2,NA," 1,216 sqft (Built-up) ",LEASEHOLD/99 years,1715,"Basketball Court, Event Courts, Jogging Tracks, Lap Pool / Gym Pool, Tennis Courts, Play Areas, Fitness Areas, Multi-purpose Court, Restaurant/retail Space, Clubhouses, Theme Gardens, Jacuzzis, Bbq, Spa Pavilions, Mini Race Track, Gymnasium, Sea View, Original Condition, City View, Air Conditioning, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","FARRER ROAD MRT 7 mins  CC20 560m, HOLLAND VILLAGE MRT 10 mins  CC21 860m, TAN KAH KEE MRT DUE 2016 16 mins  DT8 1.33 km","Opp Tulip Gdn 2 mins  17418693153165855961961C5N48 160m, Tulip Gdn 3 mins  4816593174186153961961C855 240m","Nanyang Primary 850m, New Town Primary 1.69 km, Raffles Girls' Primary 1.77 km","St. Margaret's Secondary 930m, Hwa Chong Institution 1.2 km, Queensway Secondary 1.58 km","HOLLAND ROAD SHOPPING CENTRE 1.05 km, Holland Road Shopping Centre 1.05 km, CORONATION SHOPPING PLAZA 1.26 km",Partially Furnished,"Hwa Chong Institution 1.2 km, National Junior College 1.77 km",NA,103.8039666,1.3144021
Choa Chu Kang Avenue 3,HDB 5 Rooms,"$450,000 ", $348 psf (Built-up) ,1999,Improved,NA,472 Choa Chu Kang Avenue 3 (680472),NA,3+1,2,HIGH, 120 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Corner Unit, Park/greenery View, Renovated, Air Conditioning, Water Heater, Cooker Hob/hood, Bombshelter","SOUTH VIEW LRT 10 mins  BP2 850m,  10 mins   850m, CHOA CHU KANG LRT 12 mins  BP1NS4 1.0 km","Opp Concord Pr Sch 1 min  300982E983 70m, Sunshine Pl 1 min  975975A975B3N300301NR3172 140m, Blk 457 1 min  982E9833NNR3300 150m","Concord Primary 230m, Chua Chu Kang Primary 490m, South View Primary 1.0 km","Bukit Panjang Govt. High 360m, Kranji Secondary 1.29 km, Chua Chu Kang Secondary 1.64 km","SUNSHINE PLACE 200m, KEAT HONG SHOPPING CENTRE 760m, LOT ONE, SHOPPERS' MALL 1.04 km",Not Furnished,NA, Choa Chu Kang ,103.7376507,1.3790563
The Palette,Condominium,"$838,888 "," $1,114 psf (Built-up) ",2016,Condominium,Hong Realty (Private) Limited,121 Pasir Ris Grove (518175), D18 - Pasir Ris / Tampines ,2,2,LOW, 753 sqft (Built-up) ,LEASEHOLD/99 years,892,"Spa Pod, Splash Pool, Tennis Courts, Tidal Pool With Embossed Ocean Life, Water Cascades, Welcoming Deck, Timber Boardwalk, Coral Sculpture, Party Deck, Changing Rooms With Steam Baths, Eco Pond With Embankment, Lawn, Hammocks In Exotic Palm Garden, Wet Deck, 50M Infinity Pool, Golf Simulator, Gymnasium, Function Room, Audio Visual Room, Giant Swing, Rope Bridge, Entrance Gateway, Aqua Gym, Birds Of Paradise Garden, Water Play Wet Deck, Cascading Waterfall, Moors Deck, Kid's Pool Deck With Daybeds, Dip Pool With Islands, Flying Fox, Tubing Loop, Fitness Stations, Eco Pods, Meditation Courtyards, Skating Rink, Bbq With Trellis, Activity Roof Deck, Residents' Lounge, Buoys, Buoys Pool With Moulded Spa Beds, Spice Botanics, Green Feature Wall, Harp Pavilion, Jogging Track, Management Office, Guard House, Renovated, Park/greenery View, City View, Swimming Pool View, Corner Unit, Water Heater, Intercom, Cooker Hob/hood, Air Conditioning, Balcony","PASIR RIS MRT 6 mins  EW1 500m, TAMPINES EAST MRT 22 mins  DT33 1.83 km, TAMPINES MRT 23 mins  DT32EW2 1.9 km",NA,"Elias Park Primary 530m, Coral Primary 590m, Park View Primary 1.07 km","Coral Secondary 530m, Hai Sing Catholic 1.12 km, Siglap Secondary 1.22 km","White Sands 500m, ELIAS MALL 1.02 km, DOWNTOWN EAST 1.25 km",NA,NA,NA,103.9458088,1.3702634
Clementi Avenue 1,HDB 4 Rooms,"$720,000 ", $735 psf (Built-up) ,2012,New Generation,NA,421 Clementi Avenue 1 (120421),NA,3,2,HIGH, 91 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Corner Unit, Renovated, Air Conditioning, Bombshelter","CLEMENTI MRT 9 mins  EW23 770m, DOVER MRT 14 mins  EW22 1.14 km","Opp Blk 420A 1 min  189 90m, Opp Nan Hua High Sch 2 mins  189 210m, Blk 408 3 mins  28228518920178175 240m","Pei Tong Primary 790m, Clementi Primary 960m, Qifa Primary 1.34 km","Nan Hua High 110m, Nus High School Of Mathematics And Science 300m, New Town Secondary 560m","CLEMENTI AVENUE 2 SHOPPING CENTRE 560m, THE CLEMENTI MALL 790m",Not Furnished,"Nus High School Of Mathematics And Science 300m, Anglo-chinese School (independent) 1.45 km", Clementi ,103.7686997,1.3091484
Signature At Yishun,Condominium,"$698,000 ", $737 psf (Built-up) ,NA,Condominium,Gee-I Investments Pte. Ltd.,33 Yishun Street 51 (767991), D27 - Sembawang / Yishun ,3,2,NA, 947 sqft (Built-up) ,LEASEHOLD/99 years,525,"Renovated, Air Conditioning, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","KHATIB MRT 16 mins  NS14 1.34 km, YISHUN MRT 22 mins  NS13 1.78 km","Opp The Shaughnessy 1 min  117805 110m, The Shaughnessy 2 mins  117 160m, Opp Orchid Country Club 2 mins  117805 180m","Northland Primary 640m, Naval Base Primary 690m, Huamin Primary 1.12 km","Northbrooks Secondary 460m, Orchid Park Secondary 820m, Chung Cheng High School (yishun) 880m","WISTERIA MALL 440m, Northpoint 1.75 km, NORTHPOINT SHOPPING CENTRE 1.75 km",Partially Furnished,NA,NA,103.8451706,1.4184475
Woodlands Drive 71,HDB 5 Rooms,"$455,000 ", $384 psf (Built-up) ,NA,Improved,NA,671 Woodlands Drive 71 (730671),NA,3,2,HIGH, 110 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Corner Unit, Renovated, Air Conditioning, Water Heater, Cooker Hob/hood, Bombshelter","ADMIRALTY MRT 3 mins  NS10 280m, WOODLANDS MRT 17 mins  NS9TE2 1.41 km, WOODLANDS SOUTH MRT DUE 2019 18 mins  TE3 1.44 km","Blk 666 2 mins  964965969904913 180m, Blk 706 2 mins  904913964965965A969 190m","Admiralty Primary 430m, Woodlands Ring Primary 470m, Greenwood Primary 650m","Woodlands Ring Secondary 360m, Evergreen Secondary 630m, Spectra Secondary 670m","ADMIRALTY PLACE 360m, 888 PLAZA 450m, WOODLANDS MART 750m",Partially Furnished,Singapore Sports School 1.75 km, Woodlands ,103.7988172,1.439388
Charlton 18,Terrace,"$3,180,000 "," $2,615 psf (Land) / $938 psf (Built-up) ",NA,Inter Terrace,De Paradiso Development Pte Ltd,Charlton Lane, D19 - Hougang / Punggol / Sengkang ,4,4,NA," 1,216 sqft (Land) /  3,391 sqft (Built-up) ",FREEHOLD,18,"Park/greenery View, Air Conditioning, Bathtub, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Outdoor Patio, Bombshelter, Balcony, Walk-in-wardrobe, Roof Terrace","KOVAN MRT 4 mins  NE13 320m, SERANGOON MRT 15 mins  CC13NE12 1.24 km, BARTLEY MRT 20 mins  CC12 1.64 km","Opp The Helping Hand 1 min  136153101107107M808182 40m, The Helping Hand 1 min  808182101107107M136153 90m","Paya Lebar Methodist Girls' School (primary) 850m, Xinghua Primary 900m, Zhonghua Primary 1.45 km","Paya Lebar Methodist Girls' School (secondary) 780m, Yuying Secondary 860m, Peicai Secondary 1.35 km","HEARTLAND MALL-KOVAN 420m, UPPER SERANGOON SHOPPING CENTRE 560m, ICB SHOPPING CENTRE 580m",Partially Furnished,Maris Stella High School 1.81 km,NA,-2.0743257,51.8795022
38 I Suites,Apartment,"$1,260,000 "," $1,829 psf (Built-up) ",2014,Apartment,Sustained Land Pte Ltd,38 Ipoh Lane (438646), D15 - East Coast / Marine Parade ,2+1,NA,NA, 689 sqft (Built-up) ,FREEHOLD,120,"Landscaped Garden, Wadpool, Swimming Pool, Fitness Area, Gymnasium, Barbecue Area, Jacuzzi, City View, Air Conditioning, Water Heater, Cooker Hob/hood, Flooring For Living/dining, Flooring For Bedroom, Air-conditioning, Wardrobe, Kitchen","PAYA LEBAR MRT 10 mins  CC9EW8 820m, DAKOTA MRT 12 mins  CC8 990m, EUNOS MRT 14 mins  EW7 1.16 km","Dunman View 2 mins  1633 230m, Shell Kiosk 3 mins  134135135A304043853C197 240m","Tanjong Katong Primary 860m, Kong Hwa 900m, Geylang Methodist School (primary) 1.52 km","Tanjong Katong Secondary 370m, Tanjong Katong Girls' 460m, Chung Cheng High School (main) 940m","ONE KM 370m, CITY PLAZA 460m, JOO CHIAT COMPLEX 520m",Partially Furnished,Dunman High School 1.97 km,NA,103.8962379,1.3118818
