address,bath,bed,built_year,developer,district,last_updated,name,nearest_mrt_name,neighbourhood,price/sqft,property_type,rental,sqft,tenure,title,total_units,travel_time_changi,travel_time_orchard,travel_time_raffles,unit_types,no._of_bedrooms,furnishing,floor_level,overlooking_view,facing
,2 Baths,3 Beds,2015.0,HDB,Hougang / Punggol / Sengkang (D19),1 month ago,Hougang Parkview,Kangkar MRT,Hougang,$3.54 psf,HDB 3 Rooms,"$3,500/mo",990 sqft,99 Years,HDB Flat for Rent in 471A Upper Serangoon Crescent,792.0,56 min,44 min,44 min,"1, 2, 3 BR",3.0,,,,
2 Marina Boulevard,4 Baths,4 Beds,2008.0,"City Developments Ltd,AIG Global Real Estate",Boat Quay / Raffles Place / Marina (D1),4 days ago,The Sail @ Marina Bay,Downtown MRT,None,$6.27 psf,Condo Whole Unit,"$13,800/mo","2,200 sqft",99 Years,4 Bed Condo for Rent in The Sail @ Marina Bay,1111.0,50 min,24 min,6 min,"Studio, 1, 2, 3, 4, 5, 10 BR",,,,,
,6 Baths,5 Beds,,,East Coast / Marine Parade (D15),20 days ago,,5-bedroom for rent,,$5.06 psf,Semi-Detached House,"$16,800/mo","3,322 sqft (built-up)",,5 Bed House for Rent in Woo Mon Chew Road,,,,,,,,,,
130 Lorong L Telok Kurau,2 Baths,3 Beds,2010.0,World Class Land Pte Ltd,East Coast / Marine Parade (D15),16 days ago,The Espira,Kembangan MRT,Bedok,$4.14 psf,Apartment Whole Unit,"$4,500/mo","1,088 sqft",Freehold,3 Bed Condo for Rent in The Espira,40.0,,,,"1, 2, 3 BR",,,,,
,6 Baths,4 Beds,,,Mandai / Upper Thomson (D26),23 days ago,,4-bedroom for rent,,$2.03 psf,Terraced House,"$7,000/mo","3,444 sqft (built-up)",,4 Bed House for Rent in Lentor Loop,,,,,,,Partial,,,
Seagull Walk,5 Baths,4 Beds,1996.0,Malayan Credit Ltd,Bedok / Upper East Coast (D16),8 days ago,Mera Terrace,4-bedroom for rent,Tampines,$1.66 psf,Corner Terrace,"$7,288/mo","3,500 sqft (built-up) / 4,400 sqft (land)",Freehold,4 Bed House for Rent in Mera Terrace,124.0,,,,"1, 4 BR",,,,,
21 Mccallum Street,1 Bath,1 Bed,2011.0,Natwest Development Pte Ltd (Far East Organization),Boat Quay / Raffles Place / Marina (D1),16 days ago,The Clift,Telok Ayer MRT,None,$7.1 psf,Condo Whole Unit,"$5,500/mo",775 sqft,99 Years,1 Bed Condo for Rent in The Clift,312.0,54 min,23 min,11 min,"Studio, 1, 2 BR",,Fully,High,City view,
33 Fort Road,1 Bath,1 Bed,2016.0,Cel-Fort Pte Ltd,East Coast / Marine Parade (D15),12 days ago,Fulcrum,Mountbatten MRT,Kallang,$7.48 psf,Condo Whole Unit,"$3,500/mo",468 sqft,Freehold,1 Bed Condo for Rent in Fulcrum,128.0,51 min,33 min,26 min,"Studio, 1, 2, 3 BR",,,,,
31 Terrasse Lane,2 Baths,2 Beds,2015.0,Mcl Land (Serangoon) Pte Ltd,Hougang / Punggol / Sengkang (D19),8 days ago,Terrasse,2-bedroom for rent,Hougang,$4.03 psf,Condo Whole Unit,"$3,600/mo",893 sqft,99 Years,2 Bed Condo for Rent in Terrasse,414.0,54 min,36 min,41 min,"1, 2, 3, 4, 5 BR",,,,,
Mount Sinai Lane,5 Baths,5 Beds,2011.0,Azec Holdings And Realty Pte Ltd,Tanglin / Holland (D10),1 month ago,Mt Sinai Residences,Dover MRT,Bukit Timah,$8.89 psf,Semi-Detached House,"$48,888/mo","5,500 sqft (built-up)",999 Years,5 Bed House for Rent in Mt Sinai Residences,8.0,72 min,26 min,36 min,5 BR,,,,,
66 Tanah Merah Kechil Avenue,,3 Beds,2009.0,"Ntuc Choice Homes, Wing Tai Holdings",Bedok / Upper East Coast (D16),2 days ago,Casa Merah,Tanah Merah MRT,Bedok,$4.61 psf,Condo Whole Unit,"$6,000/mo","1,302 sqft",99 Years,3 Bed Condo for Rent in Casa Merah,556.0,29 min,35 min,27 min,"2, 3, 4 BR",,,High,Greenery view,
106 Wishart Road,2 Baths,2 Beds,2014.0,Hoi Hup Realty Pte Ltd,Harbourfront / Telok Blangah (D4),24 days ago,The Foresta @ Mount Faber,Telok Blangah MRT,Bukit Merah,$6.04 psf,Condo Whole Unit,"$5,000/mo",828 sqft,Freehold,2 Bed Condo for Rent in The Foresta @ Mount Faber,141.0,71 min,31 min,24 min,"1, 2, 3, 4 BR",,,,,
28 Upper Serangoon View,2 Baths,3 Beds,2004.0,Bodenheim Investments Pte Ltd,Hougang / Punggol / Sengkang (D19),5 days ago,Rio Vista,3-bedroom for rent,Hougang,$3.88 psf,Condo Whole Unit,"$4,800/mo","1,238 sqft",99 Years,3 Bed Condo for Rent in Rio Vista,716.0,54 min,45 min,44 min,"2, 3, 4, 5 BR",,,,,
298 Beach Road,5 Baths,4 Beds,2013.0,Hong Fok Land Ltd,Beach Road / Bugis / Rochor (D7),15 days ago,Concourse Skyline,Nicoll Highway MRT,None,$6.71 psf,Condo Whole Unit,"$14,800/mo","2,206 sqft",99 Years,4 Bed Condo for Rent in Concourse Skyline,360.0,50 min,22 min,18 min,"1, 2, 3, 4, 5, 6 BR",,,,,
914 Sims Avenue,2 Baths,2 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),7 days ago,Parc Esta,Eunos MRT,Geylang,$6.73 psf,Condo Whole Unit,"$5,000/mo",743 sqft,99 Years,2 Bed Condo for Rent in Parc Esta,1399.0,37 min,28 min,20 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
2 Whampoa East,2 Baths,2 Beds,2016.0,Ue Development (Bendemeer) Pte Ltd,Balestier / Toa Payoh (D12),3 days ago,Eight Riversuites,Boon Keng MRT,Kallang,$4.96 psf,Condo Whole Unit,"$4,000/mo",807 sqft,99 Years,2 Bed Condo for Rent in Eight Riversuites,862.0,47 min,23 min,22 min,"1, 2, 3, 4 BR",,,,,
18 Leonie Hill Road,4 Baths,4 Beds,2017.0,,Orchard / River Valley (D9),1 day ago,New Futura,Somerset MRT,River Valley,$9.78 psf,Condo Whole Unit,"$22,000/mo","2,250 sqft",Freehold,4 Bed Condo for Rent in New Futura,124.0,,,,"2, 3, 4, 5 BR",,Fully,High,,North
12 Holland Hill,5 Baths,4 Beds,2012.0,Calne Pte Ltd,Tanglin / Holland (D10),8 days ago,Parvis,Holland Village MRT,Bukit Timah,$5.42 psf,Condo Whole Unit,"$17,500/mo","3,229 sqft",Freehold,4 Bed Condo for Rent in Parvis,248.0,67 min,20 min,30 min,"Studio, 2, 3, 4 BR",,,,,
28 Beach Road,5 Baths,4 Beds,2016.0,City Developments,Beach Road / Bugis / Rochor (D7),9 days ago,South Beach Residences,Esplanade MRT,None,$11.06 psf,Condo Whole Unit,"$25,000/mo","2,260 sqft",99 Years,4 Bed Condo for Rent in South Beach Residences,171.0,46 min,18 min,14 min,"Studio, 2, 3, 4, 5 BR",,Partial,,,
2 Marina Boulevard,1 Bath,1 Bed,2008.0,"City Developments Ltd,AIG Global Real Estate",Boat Quay / Raffles Place / Marina (D1),1 month ago,The Sail @ Marina Bay,Downtown MRT,None,$9.43 psf,Condo Whole Unit,"$6,500/mo",689 sqft,99 Years,1 Bed Condo for Rent in The Sail @ Marina Bay,1111.0,50 min,24 min,6 min,"Studio, 1, 2, 3, 4, 5, 10 BR",,Fully,High (70 total),City view,North East
,7 Baths,5 Beds,,,Tanglin / Holland (D10),3 days ago,,5-bedroom for rent,,$6.12 psf,Semi-Detached House,"$24,500/mo","5,380 sqft (built-up) / 4,000 sqft (land)",,5 Bed House for Rent in Jalan Jelita,,,,,,,,,,
3 Bedok South Avenue 3,2 Baths,2 Beds,2020.0,CEL Residential Development Pte. Ltd.,Bedok / Upper East Coast (D16),21 hrs ago,Grandeur Park Residences,Tanah Merah MRT,Bedok,$6.3 psf,Condo Whole Unit,"$4,200/mo",667 sqft,99 Years,2 Bed Condo for Rent in Grandeur Park Residences,722.0,,,,"Studio, 1, 2, 3, 4, 5 BR",,Fully,High,,
56 Sengkang Square,2 Baths,2 Beds,2017.0,El Development (Sengkang) Pte Ltd,Hougang / Punggol / Sengkang (D19),3 days ago,La Fiesta,Sengkang MRT,Sengkang,$5.47 psf,Condo Whole Unit,"$4,200/mo",768 sqft,99 Years,2 Bed Condo for Rent in La Fiesta,810.0,41 min,36 min,35 min,"Studio, 1, 2, 3, 4, 5 BR",,Fully,,,
4 Marina Boulevard,1 Bath,Studio,2008.0,"City Developments Ltd,AIG Global Real Estate",Boat Quay / Raffles Place / Marina (D1),22 days ago,The Sail @ Marina Bay,Downtown MRT,None,$6.51 psf,Condo Whole Unit,"$4,000/mo",614 sqft,99 Years,Studio Condo for Rent in The Sail @ Marina Bay,1111.0,50 min,24 min,6 min,"Studio, 1, 2, 3, 4, 5, 10 BR",,,,,
,2 Baths,3 Beds,1989.0,,Boon Lay / Jurong / Tuas (D22),7 days ago,721 Jurong West Avenue 5,Pioneer MRT,Jurong West,$3.22 psf,HDB,"$3,600/mo","1,119 sqft",,HDB Flat for Rent in 721 Jurong West Avenue 5,112.0,101 min,55 min,53 min,,3.0,,,,
71 Woodgrove Avenue,1 Bath,1 Bed,2015.0,Far East Organization,Admiralty / Woodlands (D25),9 days ago,Woodhaven,Woodlands MRT,Woodlands,$3.87 psf,Condo Whole Unit,"$2,500/mo",646 sqft,99 Years,1 Bed Condo for Rent in Woodhaven,337.0,,,,"Studio, 1, 2, 3, 4, 5 BR",,,,,
93 Robertson Quay,2 Baths,3 Beds,2009.0,Riverwalk Promenade Pte Ltd (Capitaland Residential),Orchard / River Valley (D9),10 days ago,Rivergate,3-bedroom for rent,None,$7.96 psf,Condo Whole Unit,"$12,000/mo","1,507 sqft",Freehold,3 Bed Condo for Rent in Rivergate,545.0,65 min,21 min,23 min,"2, 3, 4 BR",,Partial,High,,
,5 Baths,5 Beds,,,East Coast / Marine Parade (D15),4 days ago,,5-bedroom for rent,,$2.77 psf,Semi-Detached House,"$16,828/mo","3,322 sqft (built-up) / 6,077 sqft (land)",,5 Bed House for Rent in Woo Mon Chew Road,,,,,,,Partial,,,
2 Marina Boulevard,4 Baths,4 Beds,2008.0,"City Developments Ltd,AIG Global Real Estate",Boat Quay / Raffles Place / Marina (D1),22 days ago,The Sail @ Marina Bay,Downtown MRT,None,$7.18 psf,Condo Whole Unit,"$15,800/mo","2,200 sqft",99 Years,4 Bed Condo for Rent in The Sail @ Marina Bay,1111.0,,,,"Studio, 1, 2, 3, 4, 5, 10 BR",,Fully,,,
904 Sims Avenue,1 Bath,2 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),4 days ago,Parc Esta,Eunos MRT,Geylang,$7.4 psf,Condo Whole Unit,"$4,300/mo",581 sqft,99 Years,2 Bed Condo for Rent in Parc Esta,1399.0,37 min,28 min,20 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
Old Holland Road,9 Baths,9 Beds,,,Tanglin / Holland (D10),1 month ago,Brizay Park,King Albert Park MRT,Bukit Timah,$12.82 psf,Good Class Bungalow,"$150,000/mo","11,700 sqft (built-up)",-,9 Bed House for Rent in Brizay Park,,,,,"3, 4, 5, 6, 7, 8, 9, 10 BR",,,,,
24 Leedon Heights,2 Baths,2 Beds,2015.0,Leedon Residence Development Pte Ltd,Tanglin / Holland (D10),3 days ago,Leedon Residence,Holland Village MRT,Bukit Timah,$7.18 psf,Condo Whole Unit,"$7,500/mo","1,044 sqft",Freehold,2 Bed Condo for Rent in Leedon Residence,381.0,68 min,21 min,31 min,"2, 3, 4, 5, 6, 7 BR",,,,,
6 Marina Boulevard,4 Baths,4 Beds,2008.0,"City Developments Ltd,AIG Global Real Estate",Boat Quay / Raffles Place / Marina (D1),4 days ago,The Sail @ Marina Bay,Downtown MRT,None,$7.08 psf,Condo Whole Unit,"$13,800/mo","1,948 sqft",99 Years,4 Bed Condo for Rent in The Sail @ Marina Bay,1111.0,50 min,24 min,6 min,"Studio, 1, 2, 3, 4, 5, 10 BR",,,,,
12 Keppel Bay Drive,3 Baths,3 Beds,2004.0,,Harbourfront / Telok Blangah (D4),3 days ago,Caribbean At Keppel Bay,HarbourFront MRT,Bukit Merah,$6.74 psf,Condo Whole Unit,"$9,000/mo","1,335 sqft",99 Years,3 Bed Condo for Rent in Caribbean At Keppel Bay,969.0,69 min,31 min,24 min,"2, 3, 4, 5, 8 BR",,,,,
3 Topaz Road,1 Bath,1 Bed,2013.0,Goodland Development Pte Ltd,Balestier / Toa Payoh (D12),3 days ago,Suites @ Topaz,Potong Pasir MRT,Kallang,$7.69 psf,Condo Whole Unit,"$2,899/mo",377 sqft,Freehold,1 Bed Condo for Rent in Suites @ Topaz,46.0,50 min,27 min,27 min,"1, 2 BR",,,,,North East
26 Oxley Road,1 Bath,3 Beds,,,Orchard / River Valley (D9),7 days ago,Oxley Mansion,Somerset MRT,River Valley,$4.11 psf,Apartment Whole Unit,"$4,200/mo","1,023 sqft",Freehold,3 Bed Condo for Rent in Oxley Mansion,44.0,,,,3 BR,,,,,
900 Sims Avenue,1 Bath,2 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),19 days ago,Parc Esta,Eunos MRT,Geylang,$7.56 psf,Condo Whole Unit,"$4,800/mo",635 sqft,99 Years,2 Bed Condo for Rent in Parc Esta,1399.0,37 min,28 min,20 min,"Studio, 1, 2, 3, 4, 5 BR",,Partial,,,
481 Pasir Panjang Road,2 Baths,3 Beds,1999.0,Parkstone Real Estate Pte Ltd (Ecics Property Ltd),Buona Vista / West Coast / Clementi (D5),9 days ago,Palm Green,3-bedroom for rent,Queenstown,$3.6 psf,Apartment Whole Unit,"$4,500/mo","1,250 sqft",Freehold,3 Bed Condo for Rent in Palm Green,40.0,,,,"2, 3 BR",,,,,
,2 Baths,2 Beds,1980.0,HDB,Ang Mo Kio / Bishan / Thomson (D20),5 days ago,Yio Chu Kang Green,Yio Chu Kang MRT,Ang Mo Kio,$3.96 psf,HDB,"$3,500/mo",883 sqft,99 Years,HDB Flat for Rent in 611 Ang Mo Kio Avenue 5,,69 min,39 min,44 min,"2, 3, 4, 5 BR",2.0,,,,
,2 Baths,3 Beds,1987.0,HDB,Sembawang / Yishun (D27),7 days ago,Khatib Gardens,Khatib MRT,Yishun,$3.54 psf,HDB 3 Rooms,"$3,200/mo",904 sqft,99 Years,HDB Flat for Rent in 812 Yishun Ring Road,,44 min,27 min,32 min,"2, 3, 6 BR",3.0,,,,
,6 Baths,6 Beds,,,Orchard / River Valley (D9),16 days ago,,6-bedroom for rent,,$4.17 psf,Bungalow,"$50,000/mo","12,000 sqft (built-up)",,6 Bed House for Rent in Upper Wilkie Road,,,,,,,,,,
265 Outram Road,1 Bath,Studio,2019.0,Chiu Teng Group,Alexandra / Commonwealth (D3),3 days ago,265 Outram Road,Havelock MRT,Bukit Merah,$10.72 psf,Apartment Whole Unit,"$4,300/mo",401 sqft,Freehold,Studio Condo for Rent in 265 Outram Road,17.0,64 min,19 min,18 min,"Studio, 1, 2 BR",,,,,
,2 Baths,3 Beds,2002.0,,Hougang / Punggol / Sengkang (D19),4 days ago,101C Punggol Field,Cove MRT,Punggol,$3.5 psf,HDB 3 Rooms,"$4,200/mo","1,200 sqft",,HDB Flat for Rent in 101C Punggol Field,88.0,32 min,41 min,41 min,,3.0,,,,
2 Jalan Mat Jambol,1 Bath,1 Bed,2018.0,,Buona Vista / West Coast / Clementi (D5),9 days ago,Bijou,Pasir Panjang MRT,Queenstown,$6.3 psf,Condo Whole Unit,"$3,800/mo",603 sqft,Freehold,1 Bed Condo for Rent in Bijou,120.0,70 min,32 min,25 min,"1, 2, 3 BR",,,,,
13 Kim Tian Road,1 Bath,1 Bed,2018.0,Harvestland Developement Pte Ltd (Keppel Land),Alexandra / Commonwealth (D3),9 days ago,Highline Residences,Tiong Bahru MRT,Bukit Merah,$8.89 psf,Condo Whole Unit,"$4,500/mo",506 sqft,99 Years,1 Bed Condo for Rent in Highline Residences,500.0,63 min,24 min,15 min,"Studio, 1, 2, 3, 4 BR",,Fully,,,
,2 Baths,3 Beds,1988.0,,Boon Lay / Jurong / Tuas (D22),7 days ago,934 Jurong West Street 91,3-bedroom for rent,Jurong West,$3.22 psf,HDB,"$3,600/mo","1,119 sqft",,HDB Flat for Rent in 934 Jurong West Street 91,145.0,,,,,3.0,,,,
73 Cavenagh Road,3 Baths,3 Beds,1975.0,,Orchard / River Valley (D9),8 days ago,Cavenagh Gardens,Somerset MRT,Newton,$4.19 psf,Apartment Whole Unit,"$6,500/mo","1,550 sqft",Freehold,3 Bed Condo for Rent in Cavenagh Gardens,172.0,55 min,16 min,17 min,"2, 3, 4 BR",,,,,
27 West Coast Crescent,2 Baths,2 Beds,2005.0,Far East Organization,Buona Vista / West Coast / Clementi (D5),14 days ago,Blue Horizon,2-bedroom for rent,Clementi,$4.8 psf,Condo Whole Unit,"$4,500/mo",937 sqft,99 Years,2 Bed Condo for Rent in Blue Horizon,616.0,90 min,47 min,43 min,"2, 3 BR",,Fully,High,,North East
,2 Baths,2 Beds,1983.0,HDB,Boon Lay / Jurong / Tuas (D22),8 days ago,Jurong East View,Jurong East MRT,Jurong East,$4.58 psf,HDB,"$3,300/mo",720 sqft,99 Years,HDB Flat for Rent in 206 Jurong East Street 21,,80 min,39 min,33 min,"2, 3, 4 BR",2.0,,,,
Beechwood Grove,2 Baths,3 Beds,1998.0,Rdc Woodlands Development Pte Ltd,Admiralty / Woodlands (D25),24 days ago,Beechwood Terrace,Marsiling MRT,Woodlands,$3.44 psf,Terraced House,"$5,500/mo","1,600 sqft (built-up)",99 Years,3 Bed House for Rent in Beechwood Terrace,8.0,65 min,42 min,59 min,"3, 7, 8 BR",,,,,
178 Jalan Eunos,2 Baths,2 Beds,2020.0,Roxy-Pacific Holdings,Eunos / Geylang / Paya Lebar (D14),2 days ago,The Navian,Eunos MRT,Bedok,$5.86 psf,Condo Whole Unit,"$5,300/mo",904 sqft,Freehold,2 Bed Condo for Rent in The Navian,48.0,46 min,30 min,28 min,"Studio, 2, 3, 4 BR",,,,,
,1 Bath,1 Bed,1986.0,HDB,Boon Lay / Jurong / Tuas (D22),4 days ago,Yuhua Place,Chinese Garden MRT,Jurong East,$8.92 psf,HDB,"$16,500/mo","1,850 sqft",99 Years,HDB Flat for Rent in 353 Jurong East Street 31,,,,,"1, 2, 3 BR",1.0,,,,
5 Balmeg Hill,4 Baths,5 Beds,2011.0,Maxgrowth Pte Ltd (Mcl Land Ltd),Buona Vista / West Coast / Clementi (D5),8 days ago,The Peak @ Balmeg,Haw Par Villa MRT,Queenstown,$4.39 psf,Condo Whole Unit,"$11,000/mo","2,508 sqft",Freehold,5 Bed Condo for Rent in The Peak @ Balmeg,180.0,74 min,34 min,29 min,"2, 3, 4, 5 BR",,,,,
2 Kovan Rise,1 Bath,2 Beds,2016.0,Hoi Hup Kovan Development Pte Ltd,Hougang / Punggol / Sengkang (D19),20 days ago,Kovan Regency,Kovan MRT,Hougang,$6.88 psf,Condo Whole Unit,"$4,300/mo",625 sqft,99 Years,2 Bed Condo for Rent in Kovan Regency,393.0,52 min,31 min,30 min,"1, 2, 3, 4, 5 BR",,,,,
,3 Baths,3 Beds,,,Orchard / River Valley (D9),10 days ago,,3-bedroom for rent,,$7.78 psf,Conservation House,"$7,000/mo","1,800 sqft (built-up) / 900 sqft (land)",,3 Bed House for Rent in Niven Road,,,,,,,Partial,,,West
916 Sims Avenue,1 Bath,3 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),9 days ago,Parc Esta,Eunos MRT,Geylang,$10 psf,Condo Whole Unit,"$7,000/mo",700 sqft,99 Years,3 Bed Condo for Rent in Parc Esta,1399.0,37 min,28 min,20 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
38 Scotts Road,1 Bath,1 Bed,2016.0,Far East Success,Orchard / River Valley (D9),6 days ago,The Scotts Tower,Newton MRT,Newton,$8.37 psf,Condo Whole Unit,"$5,500/mo",657 sqft,103 Years,1 Bed Condo for Rent in The Scotts Tower,231.0,,,,"Studio, 1, 2, 3, 5 BR",,,,City view,
Toh Heights,5 Baths,6 Beds,2013.0,,Changi Airport / Changi Village (D17),20 days ago,Toh Estate,6-bedroom for rent,Pasir Ris,$31.9 psf,Bungalow,"$18,500/mo","7,670 sqft (built-up) / 580 sqft (land)",Freehold,6 Bed House for Rent in Toh Estate,,40 min,60 min,53 min,"1, 2, 4, 5, 6, 7 BR",,,,,
16 Shunfu Road,2 Baths,2 Beds,2023.0,Qingjian Realty (Marymount) Pte Ltd,Ang Mo Kio / Bishan / Thomson (D20),4 days ago,JadeScape,Marymount MRT,Bishan,$5.81 psf,Condo Whole Unit,"$4,500/mo",775 sqft,99 Years,2 Bed Condo for Rent in JadeScape,1206.0,63 min,27 min,32 min,"1, 2, 3, 4, 5 BR",,,,,
35 Jalan Haji Alias,4 Baths,3 Beds,1983.0,Bee Kim Property Development Pte Ltd,Tanglin / Holland (D10),8 days ago,Corona Ville,Sixth Avenue MRT,Bukit Timah,$3.48 psf,Condo Whole Unit,"$8,000/mo","2,300 sqft",Freehold,3 Bed Condo for Rent in Corona Ville,41.0,80 min,34 min,42 min,3 BR,,,,,
35 Pheng Geck Avenue,1 Bath,1 Bed,2017.0,Clerodendrum Land Pte Ltd,Macpherson / Potong Pasir (D13),24 days ago,Sennett Residence,Potong Pasir MRT,Toa Payoh,$6.92 psf,Condo Whole Unit,"$3,500/mo",506 sqft,99 Years,1 Bed Condo for Rent in Sennett Residence,338.0,58 min,21 min,20 min,"1, 2, 3, 4, 5, 6, 7 BR",,,,,
10 Siglap Link,3 Baths,3 Beds,2021.0,Frasers Property Singapore,East Coast / Marine Parade (D15),1 month ago,Seaside Residences,3-bedroom for rent,Bedok,$6.63 psf,Apartment Whole Unit,"$7,500/mo","1,131 sqft",99 Years,3 Bed Condo for Rent in Seaside Residences,843.0,26 min,41 min,38 min,"Studio, 1, 2, 3, 4 BR",,,High,,
23 Yishun Central 1,2 Baths,2 Beds,2020.0,Frasers Centrepoint Homes,Sembawang / Yishun (D27),22 days ago,North Park Residences,Yishun MRT,Yishun,$5.9 psf,Condo Whole Unit,"$4,500/mo",763 sqft,99 Years,2 Bed Condo for Rent in North Park Residences,920.0,47 min,31 min,36 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
,1 Bath,1 Bed,1998.0,HDB,Admiralty / Woodlands (D25),1 day ago,HDB-Woodlands,Marsiling MRT,Woodlands,$0.77 psf,HDB,"$1,000/mo","1,302 sqft",99 Years,HDB Flat for Rent in 173 Woodlands Street 13,,66 min,35 min,51 min,"Studio, 1, 2, 3, 4, 5, 6, 7 BR",1.0,Partial,,,
,6 Baths,6 Beds,,,Harbourfront / Telok Blangah (D4),13 days ago,,6-bedroom for rent,,$4.94 psf,Bungalow,"$40,000/mo","6,449 sqft (built-up) / 8,095 sqft (land)",,6 Bed House for Rent in Cove Way,,,,,,,Partial,,,
906 Sims Avenue,2 Baths,2 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),10 days ago,Parc Esta,Eunos MRT,Geylang,$5.29 psf,Condo Whole Unit,"$4,900/mo",926 sqft,99 Years,2 Bed Condo for Rent in Parc Esta,1399.0,37 min,28 min,20 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
Treasure Island,6 Baths,6 Beds,2010.0,Ho Bee (Sentosa) Pte Ltd,Harbourfront / Telok Blangah (D4),1 month ago,Sentosa Cove,6-bedroom for rent,None,$5.37 psf,Bungalow,"$45,000/mo","11,600 sqft (built-up) / 8,379 sqft (land)",103 Years,6 Bed House for Rent in Sentosa Cove,,104 min,63 min,57 min,"2, 3, 4, 5, 6, 7, 8, 10 BR",,Partial,,,North East
Goodman Road,4 Baths,4 Beds,2011.0,Wenul Development Pte Ltd,East Coast / Marine Parade (D15),8 days ago,Goodman Crest,Dakota MRT,Marine Parade,$2.15 psf,Bungalow,"$17,000/mo","4,000 sqft (built-up) / 7,890 sqft (land)",Freehold,4 Bed House for Rent in Goodman Crest,10.0,49 min,37 min,30 min,"4, 5, 6, 7, 8 BR",,,,,
5 Miltonia Close,5 Baths,5 Beds,2016.0,Tg Master Pte Ltd,Sembawang / Yishun (D27),8 days ago,Skies Miltonia,5-bedroom for rent,Yishun,$2.35 psf,Condo Whole Unit,"$11,000/mo","4,672 sqft",99 Years,5 Bed Condo for Rent in Skies Miltonia,410.0,,,,"1, 2, 3, 4, 5 BR",,,,,
5 Jurong Lake Link,2 Baths,2 Beds,2018.0,MCL Land (Prestige),Boon Lay / Jurong / Tuas (D22),3 days ago,Lakeville,Lakeside MRT,Jurong West,$7.5 psf,Condo Whole Unit,"$5,500/mo",733 sqft,99 Years,2 Bed Condo for Rent in Lakeville,696.0,,,,"1, 2, 3, 4, 5 BR",,,,,
53A Grange Road,3 Baths,3 Beds,1996.0,Spring Grove Development Pte Ltd (City Developments Ltd),Tanglin / Holland (D10),1 month ago,Spring Grove,Orchard MRT,Tanglin,$5.4 psf,Condo Whole Unit,"$7,500/mo","1,389 sqft",99 Years,3 Bed Condo for Rent in Spring Grove,325.0,62 min,17 min,26 min,"2, 3, 4, 5, 6 BR",,Partial,High,Greenery view,
,5 Baths,6 Beds,,,East Coast / Marine Parade (D15),3 days ago,,6-bedroom for rent,,$4.9 psf,Semi-Detached House,"$18,000/mo","4,344 sqft (built-up) / 3,672 sqft (land)",,6 Bed House for Rent in Poole Road,,,,,,,Partial,,,
626 Upper Thomson Road,3 Baths,3 Beds,2012.0,Uol Development Pte Ltd,Mandai / Upper Thomson (D26),11 days ago,Meadows @ Peirce,3-bedroom for rent,Ang Mo Kio,$2.9 psf,Condo Whole Unit,"$5,000/mo","1,722 sqft",Freehold,3 Bed Condo for Rent in Meadows @ Peirce,479.0,61 min,35 min,43 min,"1, 2, 3, 4, 5 BR",,,,,
57 Grange Road,2 Baths,2 Beds,2016.0,City Developments Limited (CDL),Tanglin / Holland (D10),14 days ago,Gramercy Park,Orchard MRT,Tanglin,$6.69 psf,Condo Whole Unit,"$8,500/mo","1,270 sqft",Freehold,2 Bed Condo for Rent in Gramercy Park,174.0,63 min,18 min,26 min,"2, 3, 4, 5, 6 BR",,,,,
,2 Baths,2 Beds,1986.0,HDB,Boon Lay / Jurong / Tuas (D22),3 days ago,HDB-Jurong East,Chinese Garden MRT,Jurong East,$5 psf,HDB,"$3,500/mo",700 sqft,99 Years,HDB Flat for Rent in 248 Jurong East Street 24,,83 min,36 min,47 min,"Studio, 1, 2, 3, 4, 5, 6 BR",2.0,,,,
8 Hullet Road,1 Bath,2 Beds,2021.0,Hullet Development Pte Ltd (Arc LH/ 2E Capital/ Mondyan),Orchard / River Valley (D9),11 days ago,8 Hullet,Somerset MRT,Newton,$9.75 psf,Condo Whole Unit,"$6,500/mo",667 sqft,Freehold,2 Bed Condo for Rent in 8 Hullet,44.0,50 min,12 min,13 min,"1, 2 BR",,,,,
916 Sims Avenue,1 Bath,2 Beds,2022.0,MCL Land Limited,Eunos / Geylang / Paya Lebar (D14),9 days ago,Parc Esta,Eunos MRT,Geylang,$8.7 psf,Condo Whole Unit,"$4,500/mo",517 sqft,99 Years,2 Bed Condo for Rent in Parc Esta,1399.0,37 min,28 min,20 min,"Studio, 1, 2, 3, 4, 5 BR",,,,,
,2 Baths,3 Beds,1995.0,,Pasir Ris / Tampines (D18),4 days ago,323 Tampines Street 33,3-bedroom for rent,Tampines,$3.17 psf,HDB 3 Rooms,"$3,800/mo","1,200 sqft",,HDB Flat for Rent in 323 Tampines Street 33,84.0,32 min,48 min,47 min,,3.0,,,,
